dia,ventas
2007-07-01,1.0
2007-07-21,1.0
2007-09-10,1.0
2007-10-14,1.0
2007-11-21,1.0
2007-11-30,1.0
2007-12-14,1.0
2007-12-29,1.0
2008-01-18,1.0
2008-01-24,1.0
2008-02-24,1.0
2008-03-08,1.0
2008-03-28,1.0
2008-08-03,1.0
2008-12-03,1.0
2009-01-22,1.0
2009-02-09,1.0
2009-03-05,1.0
2009-03-12,1.0
2009-03-21,1.0
2009-03-29,1.0
2009-04-12,1.0
2009-05-09,1.0
2009-05-25,1.0
2009-06-05,1.0
2009-06-20,1.0
2009-07-05,1.0
2009-07-19,1.0
2009-08-08,1.0
2009-08-14,1.0
2009-08-30,1.0
2010-10-30,1.0
2010-11-27,1.0
2010-11-28,1.0
2010-12-17,1.0
2011-01-17,1.0
2011-01-23,1.0
2011-02-26,1.0
2011-03-20,1.0
2011-03-30,2.0
2011-04-08,1.0
2011-04-25,1.0
2011-05-20,1.0
2011-06-04,1.0
2011-06-06,1.0
2011-06-16,1.0
2011-07-01,1.0
2011-07-06,1.0
2011-07-08,1.0
2011-07-23,1.0
2011-08-11,2.0
2011-08-13,1.0
2011-08-23,1.0
2011-08-31,1.0
2011-09-05,1.0
2011-09-15,1.0
2011-09-17,1.0
2011-10-03,1.0
2011-10-24,1.0
2011-10-25,1.0
2011-10-29,1.0
2011-11-06,1.0
2011-11-17,1.0
2011-11-18,1.0
2011-12-01,1.0
2011-12-09,3.0
2011-12-10,2.0
2011-12-18,1.0
2011-12-23,1.0
2012-01-04,1.0
2012-01-11,1.0
2012-01-23,1.0
2012-03-23,1.0
2012-04-08,1.0
2012-04-09,1.0
2012-04-16,2.0
2012-04-29,1.0
2012-05-01,1.0
2012-05-05,1.0
2012-05-07,1.0
2012-05-11,2.0
2012-05-14,1.0
2012-05-19,1.0
2012-05-30,1.0
2012-06-08,1.0
2012-06-15,1.0
2012-06-16,1.0
2012-06-30,1.0
2012-07-20,1.0
2012-07-26,1.0
2012-08-15,1.0
2012-09-08,2.0
2012-09-16,1.0
2012-09-21,2.0
2012-09-23,1.0
2012-10-13,1.0
2012-10-18,1.0
2012-10-31,1.0
2012-11-11,1.0
2012-11-21,1.0
2012-11-24,2.0
2012-11-29,2.0
2012-12-05,1.0
2012-12-24,1.0
2013-01-18,1.0
2013-02-03,1.0
2013-02-16,1.0
2013-02-22,1.0
2013-03-16,1.0
2013-03-27,1.0
2013-04-05,1.0
2013-04-07,1.0
2013-04-12,1.0
2014-06-20,1.0
2014-08-11,1.0
2014-08-30,2.0
2014-09-13,2.0
2014-10-14,1.0
2014-10-25,2.0
2014-12-24,2.0
2014-12-31,1.0
2015-01-24,1.0
2015-01-29,1.0
2015-04-15,1.0
2015-04-17,2.0
2015-04-20,1.0
2015-04-23,1.0
2015-04-25,2.0
2015-05-09,2.0
2015-05-30,1.0
2015-06-27,1.0
2015-07-04,1.0
2015-07-17,1.0
2015-07-24,1.0
2015-08-01,1.0
2015-08-08,1.0
2015-08-15,1.0
2015-08-22,1.0
2015-09-18,1.0
2015-09-19,1.0
2015-10-01,1.0
2015-10-08,1.0
2015-10-09,1.0
2015-10-13,1.0
2015-10-16,1.0
2015-10-17,1.0
2015-11-05,1.0
