producto,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Paso de los toros  pomelo 1500cc,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.25,1.25,1.25,0,0,0,0,0,1.25,1.25,1.25,1.25,1.25,0,1.25,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,1.0,2.0,0,0,2.25,2.25,2.25,2.25,2.25,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,12.0,13.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quattro Pomelo 1 1/2 lt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mirinda 237 cc,0,0,0,0,0,0,1.0,1.0,1.25,0.625,1.25,1.25,1.25,1.25,0,1.25,1.25,0.625,1.25,1.25,1.25,1.25,1.25,1.25,0.3125,1.25,1.25,1.25,1.5,1.5,1.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0,2.0,2.0,2.0,0,2.0,2.0,1.0,0,1.125,2.25,2.25,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,3.0,0,0,0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,0,5.0,5.0,5.0,0,0,0,0,0,0,0,0
Pepsi 3000 cc,0,0,0,0,0,0,1.5,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,10.5,12.0,12.0,12.0,12.0,6.5,13.0,13.0,13.0,14.0,14.0,14.0,14.75,14.75,14.75,14.75,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,18.0,18.0,20.0,21.0,21.0,21.0,21.0,22.0,22.0,23.0,23.0,25.0,25.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,31.0,33.0,33.0,33.0,35.0,35.0,35.0,36.0,0
Mirinda vidrio (7up 1 1/4l),0,0,0,0,0,0,0,1.5,0.75,0,1.5,0,0,0,0,1.5,0,0,0,0,0,0,2.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,0.8333333333333334,2.5,0,0,0,0,0,0,0,0,0,0,0,0,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.5,4.5,4.75,4.75,4.75,0,0,0,5.0,5.5,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fanta 500cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,4.0,4.0,4.0,0,0,0.375,4.5,4.5,4.5,4.5,0,0,11.0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,6.0,0,7.0,7.0,7.0,3.5,7.0,1.1666666666666667,0,0.6666666666666666,0,0,0,0,10.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,10.0,0
Rafting 3l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,18.0,18.0,18.0,19.0,20.0,20.0,20.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,0
Coquitas 120 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paso de los Toros pomelo light 1500 cc,0,0,0,0,0,0,2.25,0,2.5,2.5,2.75,2.75,2.75,3.0,3.0,0,3.25,3.0,3.0,0,0,0,0,0,0,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,0,0,0
Gaseosa Bichy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0,1.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,4.5,5.0,0,5.0,5.0,5.5,0,0,0,5.5,1.375,4.0,2.0,2.0,0.6666666666666666,4.0,4.0,4.5,0.375,4.5,4.5,4.5,4.5,4.5,2.25,4.5,4.5,5.0,5.0,2.5,1.6666666666666667,0.8333333333333334,2.5,0.8333333333333334,5.0,5.5,1.1,3.0,2.3333333333333335,7.0,7.0,0.2916666666666667,7.0,1.1666666666666667,8.0,2.0,8.0,8.0,8.0,8.0,8.0,0.6666666666666666,0.6666666666666666,5.0,5.0,10.0,0.4166666666666667,10.0,10.0,1.6666666666666667,0
Seven 3000 cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.5,3.5,0,0,0,0,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.75,14.75,14.75,15.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,20.0,21.0,21.0,21.0,21.0,22.0,22.0,23.0,27.0,27.0,27.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,31.0,33.0,33.0,35.0,35.0,35.0,35.0,36.0,0
Coca LIFE 1500cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,14.0,14.0,0,0,0,0,0,0,0,0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talca 1500cc VIDRIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0,0,5.0,5.25,0,5.25,5.25,0,5.25,5.25,0,6.5,6.5,0,6.5,6.5,0,0,0,0,0,0,2.75,5.5,5.5,2.75,5.5,2.75,5.5,5.5,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paso de los toros tonica 237 cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,2.0,2.0,2.25,0,0,2.25,2.25,2.25,0,2.25,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,0,3.5,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0,5.0,5.0,0,0,0,0,0,0,0,0
Pepsi 1500cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,13.0,14.0,16.0,16.0,0,0,12.0,12.0,18.0,15.0,15.0,17.0,17.0,17.0,0,20.0,20.0,20.0,0,0,0,0,0,20.0,20.0,20.0,0
Schweppes 2250cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3999999762,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0,0,0,0,0
Doble Cola 3l,0,0,0,0,0,0,2.4000000954,2.4000000954,2.5,2.5,2.5,2.75,2.75,0,3.0,3.0,3.0,3.0,3.5,3.5,3.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,9.5,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0,0,15.0,15.0,15.0,15.0,16.0,17.0,8.5,18.0,18.0,18.0,18.0,9.0,9.5,20.0,20.0,20.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,0
Seven 2250cc oferta,0,0,0,0,0,0,2.4000000954,2.4000000954,2.5,2.5,2.75,2.75,2.75,2.75,3.0,3.0,3.25,3.25,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,20.0,25.0,27.0,27.0,28.0,28.0,28.0,28.0,30.0,0
Hook Cola x 2 1/4 lt,0,0,0,0,0,0,2.5,2.5,2.5,2.6500000954,2.75,1.375,2.75,2.75,2.9000000954,2.9000000954,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.5,1.75,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,4.25,0,0,0,0,0,5.0,5.0,1.375,5.5,5.5,5.5,6.0,6.0,6.0,3.0,6.0,6.5,6.5,6.5,7.0,7.0,7.0,7.0,7.5,7.5,7.5,8.0,8.0,4.0,8.0,8.0,4.0,8.0,1.3333333333333333,1.3333333333333333,8.0,8.0,9.0,1.5,4.5,1.6666666666666667,1.6666666666666667,10.0,10.0,10.0,11.0,11.0,2.0,12.0,12.0,6.5,13.0,14.0,14.0,7.0,14.0,14.0,14.0,15.0,0,0,0,0,0,0,0,0,0
Sprite 500cc,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0.5,1.0,0,0.75,0,0,0,0,0,0,0,0.75,0,0,0.026785714285714284,0.026785714285714284,0.05357142857142857,0.05357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3333333333333335,7.0,7.0,7.0,0,0,0.6666666666666666,0,8.0,10.0,0,10.0,0.8333333333333334,10.0,0.8333333333333334,0.8333333333333334,0,0
Coca Zero 2250cc,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,9.5,9.5,4.75,9.5,9.5,10.0,10.0,10.0,5.0,0,0,0,6.0,18.0,18.0,19.5,21.0,22.0,22.0,7.333333333333333,24.0,24.0,24.0,26.0,26.0,26.0,26.0,30.0,30.0,30.0,30.0,30.0,30.0,32.0,32.0,0
"lata Sev, Pep, Paso",0,0,0,0,0,0,2.4000000954,2.4000000954,2.5,2.5,0,2.75,2.75,2.75,0,1.375,3.25,3.25,3.25,0,0,0,0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,0
Quatro 1500 cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprite 1500 cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,1.5833333333333333,0,0,0,9.5,0,0,0,0,0,9.5,10.0,0,0,0,11.0,0,0,0,0,0,0,14.0,0,0,14.0,14.0,0,0,16.0,16.0,0,0,17.0,0,18.0,0,0,20.0,20.0,20.0,0,20.0,20.0,20.0,0,0
Paso de los Toros 1500 cc,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,3.25,3.25,3.0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cepita 300cc botella,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0,0,3.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.5,1.5,4.5,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,4.0,8.0,8.0,8.0,9.0,0,0
Paso de los Toros light 500 cc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8999999762,1.8999999762,1.8999999762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.8333333333333334,0,0,0
Tiklin pomelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINI Lata coca,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.1000000238,1.1000000238,1.1000000238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.5,3.5,0,0,0,0,4.0,4.5,4.5,4.5,4.5,4.5,5.0,0,5.0,5.5,2.75,5.5,0,0,0,0,0,0.7,0.5833333333333334,0,0
Fanta Zero 1500cc (No Tiene),0,0,0,0,0,0,2.7999999523,2.7999999523,0.5599999904599999,3.0,3.0,3.25,3.25,3.75,3.75,3.75,4.0,4.0,4.25,4.25,4.25,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,10.5,0,9.5,0,0,9.5,0,0,0,9.5,0,0,0,0,0,0,0,0,15.0,15.0,14.0,14.0,15.0,16.0,16.0,16.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,0,0,0,0,0,0,0,0,0
Mirinda 500 cc (No Tiene),0,0,0,0,0,0,0,1.5,1.75,1.75,1.75,0,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,4.75,2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprite Zero 1500cc (No Tiene),0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,2.5,1.25,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,4.0,0,4.0,4.0,0,0.75,0.75,0,0,0,0,4.75,4.75,4.75,0,0,4.333333333333333,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secco (No Tiene),0,0,0,0,0,0,0,0,7.25,0,0,0,7.25,0,0,0,0,7.25,7.25,3.0,3.25,3.25,1.625,1.75,1.75,1.875,1.875,3.75,1.875,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,2.75,5.5,6.0,0,6.0,6.0,6.0,6.0,6.5,6.5,6.5,7.0,7.0,7.5,7.5,3.75,7.5,7.5,0,7.5,7.5,0,2.5,8.5,8.5,8.5,8.5,8.5,2.25,9.0,9.0,2.25,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGrey (No Tiene),0,0,0,0,0,0,0,2.5,2.5,1.25,2.5,0.8333333333333334,1.25,2.5,2.75,0.4583333333333333,2.75,2.75,2.75,2.75,3.0,3.0,3.0,1.5,1.5,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,5.0,10.0,10.0,0,0,13.0,13.0,0,14.0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cepita 1000cc tetra (No Tiene),0,0,0,0,0,0,0,0,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.5,0,0,13.0,0,0,13.0,0,0,15.0,0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,0
Coca Zero Vidrio (No Tiene),0,0,0,0,0,0,0,0,1.75,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,5.25,0,0,2.75,5.5,6.0,6.0,3.0,6.0,6.0,7.0,7.0,0,0,0,0,0,7.5,7.5,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.5,8.5,9.0,0,11.0,11.0,11.0,11.0,5.5,11.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,0
Fanta 1500cc (No Tiene),0,0,0,0,0,0,0,0,1.0,0.5,1.0,1.1499999762,0.625,1.25,1.25,1.25,1.0,1.0,1.25,1.25,1.25,1.25,1.25,1.25,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seven Free 2250cc oferta (No Tiene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,3.5,0,0,5.0,5.25,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,20.0,25.0,27.0,27.0,27.0,27.0,28.0,28.0,30.0,0
