dia,ventas
2009-08-07,1.0
2011-07-02,1.0
2011-07-27,1.0
2011-07-29,1.0
2011-07-30,1.0
2011-07-31,2.0
2011-08-13,1.0
2012-08-14,1.0
2013-07-19,1.0
2013-08-10,1.0
2013-08-15,1.0
2013-08-16,4.0
2013-09-20,2.0
2013-09-25,1.0
2013-09-27,2.0
2013-09-29,1.0
2013-10-01,1.0
2013-10-02,2.0
2013-10-03,1.0
2013-10-04,4.0
2013-10-06,1.0
2013-10-07,1.0
2013-10-09,1.0
2013-10-11,1.0
2013-10-12,1.0
2013-10-13,2.0
2013-10-14,1.0
2013-10-16,2.0
2013-10-24,1.0
2013-10-25,1.0
2013-10-26,3.0
2013-10-27,1.0
2013-11-09,2.0
2013-11-15,1.0
2013-11-19,2.0
2013-11-23,2.0
2013-11-24,2.0
2013-11-27,1.0
2013-11-28,1.0
2013-11-29,1.0
2013-11-30,1.0
2013-12-03,2.0
2013-12-04,1.0
2013-12-08,2.0
2013-12-12,1.0
2013-12-14,1.0
2013-12-16,2.0
2013-12-20,2.0
2013-12-21,2.0
2013-12-24,2.0
2013-12-31,6.0
2014-01-04,1.0
2014-01-07,1.0
2014-01-09,1.0
2014-01-10,1.0
2014-01-11,2.0
2014-01-12,1.0
2014-01-15,3.0
2014-01-17,1.0
2014-01-19,1.0
2014-01-20,1.0
2014-01-24,1.0
2014-01-28,1.0
2014-01-31,1.0
2014-02-06,1.0
2014-02-08,1.0
2014-02-15,1.0
2014-02-22,2.0
2014-02-23,9.0
2014-02-24,1.0
2014-02-28,1.0
2014-03-07,1.0
2014-03-08,2.0
2014-03-14,1.0
2014-03-19,1.0
2014-03-23,2.0
2014-03-28,1.0
2014-03-29,2.0
2014-04-04,1.0
2014-04-05,2.0
2014-04-18,1.0
2014-04-19,1.0
2014-04-29,1.0
2014-05-01,1.0
2014-05-02,3.0
2014-05-03,1.0
2014-05-10,3.0
2014-05-16,1.0
2014-05-17,2.0
2014-05-20,1.0
2014-05-23,1.0
2014-05-26,1.0
2014-06-04,1.0
2014-06-07,3.0
2014-06-15,2.0
2014-06-21,2.0
2014-07-03,1.0
2014-07-05,1.0
2014-07-09,2.0
2014-07-12,1.0
2014-07-19,1.0
2014-07-20,2.0
2014-07-25,3.0
2014-08-03,1.0
2014-08-08,3.0
2014-08-09,1.0
2014-08-10,1.0
2014-08-16,2.0
2014-08-23,1.0
2014-08-29,1.0
2014-08-30,2.0
2014-08-31,2.0
2014-09-05,3.0
2014-09-06,1.0
2014-09-08,2.0
2014-09-12,3.0
2014-09-13,3.0
2014-09-19,1.0
2014-09-26,1.0
2014-09-27,5.0
2014-09-28,1.0
2014-10-01,1.0
2014-10-04,1.0
2014-10-05,3.0
2014-10-10,2.0
2014-10-11,4.0
2014-10-15,1.0
2014-10-16,1.0
2014-10-17,3.0
2014-10-18,1.0
2014-10-19,1.0
2014-10-21,3.0
2014-10-24,1.0
2014-10-27,1.0
2014-10-31,2.0
2014-11-01,5.0
2014-11-07,7.0
2014-11-09,1.0
2014-11-14,17.0
2014-11-15,1.0
2014-11-21,14.0
2014-11-22,5.0
2014-11-23,1.0
2014-11-28,1.0
2014-11-29,3.0
2014-11-30,1.0
2014-12-02,1.0
2014-12-05,3.0
2014-12-06,2.0
2014-12-07,1.0
2014-12-08,1.0
2014-12-09,1.0
2014-12-11,1.0
2014-12-12,5.0
2014-12-13,3.0
2014-12-17,3.0
2014-12-19,6.0
2014-12-20,4.0
2014-12-21,1.0
2014-12-22,3.0
2014-12-23,14.0
2014-12-24,15.0
2014-12-26,2.0
2014-12-27,3.0
2014-12-31,12.0
2015-01-02,4.0
2015-01-03,7.0
2015-01-04,1.0
2015-01-06,3.0
2015-01-07,1.0
2015-01-09,1.0
2015-01-10,3.0
2015-01-15,1.0
2015-01-16,10.0
2015-01-17,5.0
2015-01-18,1.0
2015-01-19,1.0
2015-01-21,1.0
2015-01-22,5.0
2015-01-23,12.0
2015-01-24,4.0
2015-01-25,2.0
2015-01-27,3.0
2015-01-28,6.0
2015-01-30,5.0
2015-01-31,8.0
2015-02-01,1.0
2015-02-02,2.0
2015-02-04,1.0
2015-02-05,1.0
2015-02-06,6.0
2015-02-07,14.0
2015-02-11,2.0
2015-02-13,4.0
2015-02-14,7.0
2015-02-23,2.0
2015-02-24,2.0
2015-02-28,1.0
2015-03-03,2.0
2015-03-06,4.0
2015-03-11,2.0
2015-03-13,3.0
2015-03-14,4.0
2015-03-16,1.0
2015-03-17,3.0
2015-03-18,1.0
2015-03-20,4.0
2015-03-21,4.0
2015-03-22,2.0
2015-03-26,1.0
2015-03-27,2.0
2015-03-28,3.0
2015-03-30,2.0
2015-04-01,2.0
2015-04-02,9.0
2015-04-03,12.0
2015-04-04,4.0
2015-04-09,2.0
2015-04-10,3.0
2015-04-11,6.0
2015-04-12,1.0
2015-04-13,3.0
2015-04-16,2.0
2015-04-17,3.0
2015-04-18,2.0
2015-04-20,2.0
2015-04-23,1.0
2015-04-24,3.0
2015-04-25,16.0
2015-04-27,1.0
2015-04-30,3.0
2015-05-01,2.0
2015-05-02,4.0
2015-05-03,1.0
2015-05-07,1.0
2015-05-08,5.0
2015-05-09,2.0
2015-05-15,7.0
2015-05-16,5.0
2015-05-17,1.0
2015-05-18,1.0
2015-05-20,2.0
2015-05-21,1.0
2015-05-22,5.0
2015-05-24,1.0
2015-05-26,2.0
2015-05-29,4.0
2015-05-30,9.0
2015-05-31,1.0
2015-06-03,3.0
2015-06-04,1.0
2015-06-05,6.0
2015-06-06,4.0
2015-06-12,2.0
2015-06-13,3.0
2015-06-20,11.0
2015-06-26,2.0
2015-06-27,1.0
2015-06-30,3.0
2015-07-03,1.0
2015-07-04,2.0
2015-07-11,1.0
2015-07-16,3.0
2015-07-20,1.0
2015-07-25,1.0
2015-07-27,3.0
2015-07-30,3.0
2015-07-31,1.0
2015-08-01,3.0
2015-08-07,17.0
2015-08-11,1.0
2015-08-14,3.0
2015-08-21,2.0
2015-08-22,5.0
2015-08-23,1.0
2015-08-28,7.0
2015-08-29,2.0
2015-09-04,7.0
2015-09-05,6.0
2015-09-09,3.0
2015-09-11,7.0
2015-09-12,15.0
2015-09-13,1.0
2015-09-18,8.0
2015-09-19,4.0
2015-09-22,2.0
2015-09-23,1.0
2015-09-24,1.0
2015-09-25,9.0
2015-09-26,1.0
2015-09-27,1.0
2015-10-02,4.0
2015-10-03,3.0
2015-10-05,4.0
2015-10-09,8.0
2015-10-10,3.0
2015-10-12,3.0
2015-10-15,1.0
2015-10-16,1.0
2015-10-17,14.0
2015-10-18,1.0
2015-10-22,1.0
2015-10-23,8.0
2015-10-24,3.0
2015-10-29,4.0
2015-10-30,3.0
2015-11-06,2.0
