dia,ventas
2007-07-02,1.0
2007-07-04,1.0
2007-07-05,1.0
2007-07-06,2.0
2007-07-07,2.0
2007-07-15,3.0
2007-07-17,1.0
2007-07-20,2.0
2007-07-21,1.0
2007-07-22,1.0
2007-07-27,1.0
2007-07-31,2.0
2007-08-05,1.0
2007-08-06,3.0
2007-08-08,1.0
2007-08-10,1.0
2007-08-11,1.0
2007-08-12,5.0
2007-08-13,1.0
2007-08-14,4.0
2007-08-15,1.0
2007-08-16,1.0
2007-08-17,2.0
2007-08-18,2.0
2007-08-19,1.0
2007-08-21,1.0
2007-08-22,2.0
2007-08-24,3.0
2007-08-25,3.0
2007-08-26,1.0
2007-08-27,1.0
2007-08-29,1.0
2007-08-30,1.0
2007-09-01,1.0
2007-09-02,1.0
2007-09-03,3.0
2007-09-04,1.0
2007-09-05,1.0
2007-09-07,1.0
2007-09-09,1.0
2007-09-10,1.0
2007-09-11,3.0
2007-09-12,2.0
2007-09-13,2.0
2007-09-16,1.0
2007-09-19,1.0
2007-09-22,1.0
2007-09-27,1.0
2007-09-28,1.0
2007-09-29,2.0
2007-10-01,1.0
2007-10-02,1.0
2007-10-03,4.0
2007-10-07,1.0
2007-10-08,2.0
2007-10-09,1.0
2007-10-12,2.0
2007-10-14,1.0
2007-10-16,1.0
2007-10-17,1.0
2007-10-19,4.0
2007-10-22,1.0
2007-10-23,1.0
2007-10-24,1.0
2007-10-25,1.0
2007-10-26,3.0
2007-10-27,1.0
2007-10-29,3.0
2007-11-01,2.0
2007-11-02,3.0
2007-11-03,1.0
2007-11-04,1.0
2007-11-06,5.0
2007-11-07,4.0
2007-11-10,1.0
2007-11-11,1.0
2007-11-12,3.0
2007-11-13,2.0
2007-11-14,2.0
2007-11-18,3.0
2007-11-19,2.0
2007-11-20,2.0
2007-11-21,5.0
2007-11-22,1.0
2007-11-27,2.0
2007-11-28,2.0
2007-11-29,1.0
2007-11-30,1.0
2007-12-02,2.0
2007-12-03,1.0
2007-12-04,3.0
2007-12-05,1.0
2007-12-06,1.0
2007-12-07,4.0
2007-12-08,1.0
2007-12-10,1.0
2007-12-12,2.0
2007-12-13,1.0
2007-12-15,2.0
2007-12-16,1.0
2007-12-18,2.0
2007-12-19,4.0
2007-12-20,1.0
2007-12-21,2.0
2007-12-26,1.0
2007-12-28,1.0
2007-12-29,1.0
2007-12-30,3.0
2007-12-31,1.0
2008-01-02,3.0
2008-01-03,1.0
2008-01-04,3.0
2008-01-07,3.0
2008-01-08,2.0
2008-01-10,3.0
2008-01-11,1.0
2008-01-12,1.0
2008-01-17,1.0
2008-01-18,2.0
2008-01-19,4.0
2008-01-20,1.0
2008-01-21,4.0
2008-01-22,3.0
2008-01-23,1.0
2008-01-24,1.0
2008-01-28,1.0
2008-02-01,1.0
2008-02-02,1.0
2008-02-07,2.0
2008-02-17,3.0
2008-02-18,3.0
2008-02-22,1.0
2008-02-23,1.0
2008-02-25,2.0
2008-02-26,2.0
2008-02-28,3.0
2008-03-01,4.0
2008-03-10,1.0
2008-03-11,2.0
2008-03-14,2.0
2008-03-15,2.0
2008-03-17,2.0
2008-03-18,1.0
2008-03-19,3.0
2008-03-21,2.0
2008-03-25,4.0
2008-03-26,2.0
2008-03-27,2.0
2008-04-03,1.0
2008-04-05,2.0
2008-04-07,1.0
2008-04-10,3.0
2008-04-16,1.0
2008-04-20,1.0
2008-04-22,1.0
2008-04-23,1.0
2008-04-24,1.0
2008-04-25,1.0
2008-04-26,2.0
2008-04-27,1.0
2008-04-28,1.0
2008-04-30,1.0
2008-05-02,1.0
2008-05-03,1.0
2008-05-14,1.0
2008-05-17,1.0
2008-05-18,2.0
2008-05-20,2.0
2008-05-22,2.0
2008-05-23,2.0
2008-05-25,1.0
2008-05-28,1.0
2008-06-10,2.0
2008-06-13,2.0
2008-06-19,2.0
2008-06-22,2.0
2008-06-23,3.0
2008-06-25,2.0
2008-06-28,3.0
2008-06-29,1.0
2008-07-01,2.0
2008-07-02,1.0
2008-07-03,1.0
2008-07-04,1.0
2008-07-05,2.0
2008-07-06,2.0
2008-07-07,2.0
2008-07-10,2.0
2008-07-11,1.0
2008-07-14,3.0
2008-07-15,5.0
2008-07-16,1.0
2008-07-17,1.0
2008-07-19,1.0
2008-07-21,2.0
2008-07-25,1.0
2008-07-28,1.0
2008-07-29,2.0
2008-07-31,2.0
2008-08-01,1.0
2008-08-02,1.0
2008-08-04,1.0
2008-08-06,4.0
2008-08-07,1.0
2008-08-09,1.0
2008-08-11,2.0
2008-08-12,2.0
2008-08-15,2.0
2008-08-16,1.0
2008-08-22,1.0
2008-08-23,1.0
2008-08-24,2.0
2008-08-26,1.0
2008-08-31,2.0
2008-09-01,1.0
2008-09-02,1.0
2008-09-03,2.0
2008-09-05,3.0
2008-09-08,2.0
2008-09-09,1.0
2008-09-10,2.0
2008-09-12,4.0
2008-09-13,1.0
2008-09-16,4.0
2008-09-18,2.0
2008-09-19,1.0
2008-09-23,1.0
2008-09-24,1.0
2008-09-25,2.0
2008-09-26,4.0
2008-09-28,1.0
2008-10-01,3.0
2008-10-02,1.0
2008-10-03,3.0
2008-10-06,1.0
2008-10-08,1.0
2008-10-10,2.0
2008-10-11,9.0
2008-10-12,2.0
2008-10-13,2.0
2008-10-14,1.0
2008-10-15,2.0
2008-10-16,2.0
2008-10-17,1.0
2008-10-18,2.0
2008-10-19,1.0
2008-10-20,2.0
2008-10-21,2.0
2008-10-23,3.0
2008-10-24,1.0
2008-10-25,4.0
2008-10-27,4.0
2008-10-30,1.0
2008-11-02,4.0
2008-11-03,5.0
2008-11-04,3.0
2008-11-05,3.0
2008-11-06,2.0
2008-11-08,1.0
2008-11-09,1.0
2008-11-10,1.0
2008-11-11,3.0
2008-11-12,2.0
2008-11-14,1.0
2008-11-15,1.0
2008-11-16,1.0
2008-11-20,1.0
2008-11-21,2.0
