dia,ventas
2007-07-02,2.0
2007-07-05,3.0
2007-07-06,1.0
2007-07-09,6.0
2007-07-11,1.0
2007-07-13,2.0
2007-07-19,1.0
2007-07-20,1.0
2007-07-23,1.0
2007-07-30,1.0
2007-08-01,2.0
2007-08-06,4.0
2007-08-07,1.0
2007-08-11,1.0
2007-08-13,2.0
2007-08-14,1.0
2007-08-20,2.0
2007-08-21,1.0
2007-08-26,1.0
2007-09-04,1.0
2007-09-05,1.0
2007-09-06,1.0
2007-09-07,1.0
2007-09-08,2.0
2007-09-09,1.0
2007-09-10,2.0
2007-09-13,2.0
2007-09-15,1.0
2007-09-19,2.0
2007-09-23,1.0
2007-09-24,2.0
2007-09-28,1.0
2007-10-03,1.0
2007-10-05,1.0
2007-10-06,1.0
2007-10-09,1.0
2007-10-13,1.0
2007-10-16,1.0
2007-10-17,1.0
2007-10-18,1.0
2007-10-19,1.0
2007-10-20,1.0
2007-10-22,1.0
2007-10-25,2.0
2007-10-26,1.0
2007-10-27,3.0
2007-10-28,3.0
2007-11-02,1.0
2007-11-04,1.0
2007-11-05,2.0
2007-11-06,1.0
2007-11-07,2.0
2007-11-09,1.0
2007-11-10,1.0
2007-11-11,3.0
2007-11-13,1.0
2007-11-14,1.0
2007-11-16,1.0
2007-11-19,1.0
2007-11-20,1.0
2007-11-21,4.0
2007-11-22,1.0
2007-11-25,1.0
2007-11-26,2.0
2007-11-27,1.0
2007-11-29,4.0
2007-11-30,1.0
2007-12-01,1.0
2007-12-02,2.0
2007-12-03,1.0
2007-12-04,3.0
2007-12-05,1.0
2007-12-06,3.0
2007-12-08,3.0
2007-12-09,2.0
2007-12-10,1.0
2007-12-13,1.0
2007-12-14,1.0
2007-12-15,2.0
2007-12-16,1.0
2007-12-17,1.0
2007-12-18,2.0
2007-12-19,1.0
2007-12-22,2.0
2007-12-24,3.0
2007-12-27,2.0
2007-12-28,1.0
2008-01-08,3.0
2008-01-09,1.0
2008-01-10,1.0
2008-01-11,1.0
2008-01-12,1.0
2008-01-16,3.0
2008-01-17,1.0
2008-01-21,2.0
2008-01-23,1.0
2008-01-29,1.0
2008-01-30,1.0
2008-02-02,1.0
2008-02-03,1.0
2008-02-09,3.0
2008-02-10,2.0
2008-02-23,1.0
2008-02-24,1.0
2008-02-27,2.0
2008-02-28,1.0
2008-03-01,1.0
2008-03-05,1.0
2008-03-06,1.0
2008-03-09,1.0
2008-03-10,1.0
2008-03-12,1.0
2008-03-15,1.0
2008-03-19,2.0
2008-03-21,1.0
2008-03-22,1.0
2008-03-24,1.0
2008-03-25,1.0
2008-03-28,1.0
2008-03-29,1.0
2008-03-31,3.0
2008-04-01,1.0
2008-04-05,1.0
2008-04-11,1.0
2008-04-12,1.0
2008-04-16,1.0
2008-04-17,1.0
2008-04-25,1.0
2008-04-27,2.0
2008-04-28,1.0
2008-05-01,1.0
2008-05-04,1.0
2008-05-05,2.0
2008-05-06,1.0
2008-05-07,2.0
2008-05-09,1.0
2008-05-17,1.0
2008-06-01,1.0
2008-06-03,1.0
2008-06-07,1.0
2008-06-12,1.0
2008-06-13,1.0
2008-06-14,1.0
2008-06-15,1.0
2008-06-16,1.0
2008-06-27,1.0
2008-07-01,1.0
2008-07-02,1.0
2008-07-08,1.0
2008-07-10,1.0
2008-07-11,1.0
2008-07-12,1.0
2008-07-16,1.0
2008-07-19,2.0
2008-07-21,1.0
2008-07-23,1.0
2008-07-31,1.0
2008-08-10,1.0
2008-08-18,1.0
2008-08-20,1.0
2008-08-21,1.0
2008-08-23,1.0
2008-08-27,2.0
2008-08-28,1.0
2008-09-04,1.0
2008-09-07,1.0
2008-09-08,1.0
2008-09-10,1.0
2008-09-17,2.0
2008-09-26,1.0
2008-09-27,1.0
2008-09-29,1.0
2008-09-30,1.0
2008-10-03,2.0
2008-10-04,1.0
2008-10-06,1.0
2008-10-07,1.0
2008-10-10,1.0
2008-10-12,1.0
2008-10-17,1.0
2008-10-19,1.0
2008-10-25,1.0
2008-10-28,1.0
2008-10-29,1.0
2008-10-30,1.0
2008-11-02,1.0
2008-11-03,1.0
2008-11-08,1.0
2008-11-10,1.0
2008-11-11,1.0
2008-11-13,2.0
2008-11-15,1.0
2008-11-16,2.0
2008-11-18,2.0
2008-11-19,1.0
2008-11-20,1.0
2008-11-21,1.0
2008-11-22,1.0
2008-11-23,1.0
2008-11-25,3.0
2008-11-28,1.0
2008-11-30,3.0
2008-12-01,1.0
2008-12-02,1.0
2008-12-06,1.0
2008-12-07,1.0
2008-12-08,2.0
2008-12-12,2.0
2008-12-13,1.0
2008-12-16,4.0
2008-12-17,2.0
2008-12-20,2.0
2008-12-21,2.0
2008-12-24,1.0
2008-12-26,1.0
2008-12-27,1.0
2008-12-28,1.0
2008-12-31,1.0
2009-01-04,2.0
2009-01-07,1.0
2009-01-09,1.0
2009-01-12,1.0
2009-01-14,2.0
2009-01-15,1.0
2009-01-16,1.0
2009-01-19,1.0
2009-01-22,2.0
2009-01-23,3.0
