fecha,precio,cantidad
28/07/2007,1.6000000238,1.0
25/08/2007,1.6000000238,1.0
01/09/2007,1.6000000238,1.0
26/09/2007,1.6000000238,1.0
03/10/2007,1.6000000238,1.0
03/01/2008,1.75,1.0
19/01/2008,1.75,1.0
23/01/2008,1.75,1.0
26/01/2008,1.75,1.0
28/01/2008,1.75,2.0
02/02/2008,1.75,1.0
15/02/2008,1.75,1.0
29/02/2008,1.75,1.0
16/03/2008,1.75,1.0
30/03/2008,1.75,1.0
04/04/2008,1.75,1.0
14/04/2008,1.75,1.0
15/04/2008,1.75,1.0
16/04/2008,1.75,1.0
08/05/2008,1.75,1.0
10/05/2008,1.75,1.0
11/05/2008,1.75,1.0
15/05/2008,1.75,1.0
17/05/2008,1.75,1.0
20/05/2008,1.75,1.0
21/05/2008,1.75,1.0
21/05/2008,1.75,1.0
25/05/2008,1.75,1.0
26/05/2008,1.75,1.0
30/05/2008,1.75,1.0
09/06/2008,1.75,1.0
11/06/2008,1.75,1.0
18/06/2008,1.75,1.0
21/06/2008,1.75,1.0
30/06/2008,1.75,1.0
01/07/2008,1.75,1.0
07/07/2008,1.75,1.0
10/07/2008,1.75,1.0
14/07/2008,1.75,1.0
23/07/2008,1.75,1.0
25/07/2008,1.75,1.0
30/07/2008,1.7999999523,1.0
31/07/2008,1.7999999523,1.0
02/08/2008,1.7999999523,1.0
04/08/2008,1.7999999523,1.0
04/08/2008,1.7999999523,1.0
07/08/2008,1.7999999523,1.0
09/08/2008,1.7999999523,1.0
11/08/2008,1.7999999523,1.0
12/08/2008,1.7999999523,1.0
17/08/2008,1.7999999523,1.0
20/08/2008,1.7999999523,1.0
04/09/2008,1.7999999523,1.0
10/09/2008,1.7999999523,1.0
12/09/2008,1.7999999523,1.0
16/09/2008,1.7999999523,1.0
24/09/2008,1.7999999523,1.0
29/09/2008,1.7999999523,1.0
30/09/2008,1.7999999523,1.0
01/10/2008,1.7999999523,1.0
10/10/2008,1.7999999523,1.0
11/10/2008,1.7999999523,1.0
14/10/2008,1.7999999523,1.0
18/10/2008,1.8999999762,1.0
20/10/2008,1.8999999762,1.0
22/10/2008,1.8999999762,1.0
25/10/2008,1.8999999762,1.0
27/10/2008,1.8999999762,1.0
30/10/2008,1.8999999762,1.0
02/11/2008,1.8999999762,1.0
03/11/2008,1.8999999762,1.0
03/11/2008,1.8999999762,1.0
06/11/2008,1.8999999762,1.0
07/11/2008,1.8999999762,1.0
08/11/2008,1.8999999762,1.0
10/11/2008,1.8999999762,1.0
11/11/2008,1.8999999762,1.0
12/11/2008,1.8999999762,1.0
13/11/2008,1.8999999762,1.0
20/11/2008,1.8999999762,1.0
21/11/2008,1.8999999762,1.0
22/11/2008,1.8999999762,1.0
27/11/2008,1.8999999762,1.0
29/11/2008,1.8999999762,1.0
01/12/2008,1.8999999762,1.0
02/12/2008,1.8999999762,1.0
06/12/2008,1.8999999762,1.0
11/12/2008,1.8999999762,1.0
12/12/2008,1.8999999762,1.0
14/12/2008,1.8999999762,1.0
16/12/2008,1.8999999762,1.0
17/12/2008,1.8999999762,1.0
17/12/2008,1.8999999762,1.0
20/12/2008,1.8999999762,1.0
29/12/2008,1.8999999762,1.0
02/01/2009,1.8999999762,1.0
03/01/2009,1.8999999762,1.0
11/01/2009,1.8999999762,1.0
26/01/2009,1.8999999762,1.0
29/01/2009,2.0,1.0
06/02/2009,2.0,1.0
09/02/2009,2.0,1.0
13/02/2009,2.0,1.0
14/02/2009,2.0,1.0
26/02/2009,2.0,1.0
05/03/2009,2.0,1.0
28/03/2009,2.0,1.0
08/04/2009,2.0,1.0
10/04/2009,2.0,1.0
18/04/2009,2.25,1.0
21/04/2009,2.25,1.0
24/04/2009,2.25,1.0
01/05/2009,2.25,1.0
03/05/2009,2.25,1.0
05/05/2009,2.25,1.0
09/05/2009,2.25,1.0
26/05/2009,2.25,1.0
28/05/2009,2.25,1.0
01/06/2009,2.25,1.0
04/06/2009,2.25,1.0
08/06/2009,2.25,1.0
09/06/2009,2.25,1.0
13/06/2009,2.25,1.0
15/06/2009,2.25,1.0
17/06/2009,2.25,1.0
18/06/2009,2.25,1.0
19/06/2009,2.25,1.0
23/06/2009,2.25,1.0
01/07/2009,2.25,1.0
04/07/2009,2.25,1.0
05/07/2009,2.25,1.0
10/07/2009,2.25,1.0
11/07/2009,2.25,1.0
16/07/2009,2.25,1.0
23/07/2009,2.25,1.0
29/07/2009,2.25,1.0
30/07/2009,2.4000000954,1.0
31/07/2009,2.4000000954,1.0
10/08/2009,2.4000000954,1.0
11/08/2009,2.4000000954,1.0
12/08/2009,2.4000000954,1.0
14/08/2009,2.4000000954,1.0
16/08/2009,2.4000000954,1.0
18/08/2009,2.4000000954,1.0
24/08/2009,2.4000000954,1.0
24/08/2009,2.4000000954,1.0
28/08/2009,2.4000000954,1.0
01/09/2009,2.4000000954,1.0
03/09/2009,2.4000000954,1.0
05/09/2009,2.4000000954,1.0
11/09/2009,2.4000000954,1.0
30/11/2010,3.25,1.0
15/12/2010,3.25,1.0
11/01/2011,3.25,1.0
20/03/2011,3.5,1.0
29/08/2011,3.75,1.0
30/08/2011,3.75,1.0
31/08/2011,3.75,1.0
06/09/2011,3.75,1.0
07/09/2011,3.75,1.0
20/09/2011,3.75,1.0
23/09/2011,3.75,1.0
24/09/2011,3.75,1.0
27/09/2011,3.75,1.0
29/09/2011,3.75,1.0
30/09/2011,3.75,1.0
04/10/2011,3.75,1.0
05/10/2011,3.75,1.0
07/10/2011,3.75,1.0
09/10/2011,3.75,1.0
11/10/2011,3.75,1.0
13/10/2011,3.75,1.0
14/10/2011,3.75,1.0
28/10/2011,3.75,1.0
16/11/2011,3.75,1.0
18/11/2011,3.75,1.0
26/12/2011,4.0,1.0
14/01/2012,4.0,1.0
22/01/2012,4.0,1.0
06/02/2012,4.0,1.0
12/03/2012,4.25,1.0
08/06/2012,4.25,1.0
22/01/2013,4.75,2.0
16/02/2013,4.75,1.0
21/02/2013,4.75,1.0
07/04/2013,4.75,1.0
30/05/2013,5.0,1.0
