dia,ventas
2007-07-01,3.0
2007-07-03,1.0
2007-07-04,2.0
2007-07-05,3.0
2007-07-06,1.0
2007-07-07,4.0
2007-07-08,1.0
2007-07-11,7.0
2007-07-12,1.0
2007-07-13,1.0
2007-07-14,1.0
2007-07-15,3.0
2007-07-16,4.0
2007-07-18,6.0
2007-07-19,1.0
2007-07-21,1.0
2007-07-22,1.0
2007-07-23,1.0
2007-07-25,2.0
2007-07-26,1.0
2007-07-27,1.0
2007-07-28,1.0
2007-07-29,2.0
2007-07-30,1.0
2007-07-31,2.0
2007-08-01,1.0
2007-08-02,2.0
2007-08-04,3.0
2007-08-05,6.0
2007-08-06,7.0
2007-08-07,1.0
2007-08-08,2.0
2007-08-09,1.0
2007-08-10,2.0
2007-08-11,2.0
2007-08-12,5.0
2007-08-13,2.0
2007-08-14,1.0
2007-08-15,2.0
2007-08-16,1.0
2007-08-17,1.0
2007-08-18,3.0
2007-08-19,8.0
2007-08-20,3.0
2007-08-22,2.0
2007-08-23,6.0
2007-08-24,2.0
2007-08-25,1.0
2007-08-26,2.0
2007-08-28,1.0
2007-08-29,1.0
2007-08-30,1.0
2007-08-31,1.0
2007-09-01,3.0
2007-09-02,3.0
2007-09-03,4.0
2007-09-04,9.0
2007-09-05,3.0
2007-09-06,8.0
2007-09-07,1.0
2007-09-08,1.0
2007-09-09,12.0
2007-09-10,4.0
2007-09-11,1.0
2007-09-12,1.0
2007-09-13,13.0
2007-09-15,4.0
2007-09-16,2.0
2007-09-20,1.0
2007-09-21,1.0
2007-09-22,2.0
2007-09-23,2.0
2007-09-25,7.0
2007-09-26,2.0
2007-09-27,1.0
2007-09-30,2.0
2007-10-01,8.0
2007-10-03,3.0
2007-10-04,2.0
2007-10-05,1.0
2007-10-06,1.0
2007-10-07,5.0
2007-10-08,1.0
2007-10-09,6.0
2007-10-10,4.0
2007-10-13,6.0
2007-10-15,1.0
2007-10-16,1.0
2007-10-17,3.0
2007-10-18,3.0
2007-10-20,6.0
2007-10-21,8.0
2007-10-22,8.0
2007-10-23,3.0
2007-10-24,2.0
2007-10-25,2.0
2007-10-26,2.0
2007-10-27,2.0
2007-10-28,2.0
