dia,ventas
2007-09-09,2.0
2007-09-10,1.0
2007-09-15,1.0
2007-09-30,2.0
2007-10-05,1.0
2011-09-06,2.0
2011-09-18,1.0
2011-12-08,2.0
2011-12-18,1.0
2011-12-19,1.0
2011-12-20,1.0
2011-12-23,1.0
2011-12-28,1.0
2012-03-25,5.0
2012-03-30,2.0
2012-04-04,1.0
2012-04-17,2.0
2012-04-18,1.0
2012-04-20,1.0
2012-04-28,1.0
2012-04-29,1.0
2012-05-01,2.0
2012-05-03,1.0
2012-05-04,1.0
2012-05-09,1.0
2012-05-11,1.0
2012-05-31,2.0
2012-06-05,1.0
2012-06-14,2.0
2012-06-15,1.0
2012-06-17,1.0
2012-06-24,1.0
2012-06-30,1.0
2012-07-07,2.0
2012-07-11,1.0
2012-07-20,1.0
2012-07-21,2.0
2012-08-08,1.0
2012-08-18,1.0
2012-08-26,1.0
2012-08-29,1.0
2012-09-03,1.0
2012-10-11,1.0
2012-10-12,1.0
2012-10-19,1.0
2012-10-20,1.0
2012-10-22,1.0
2012-10-26,2.0
2012-11-10,1.0
2012-11-17,3.0
2012-11-18,3.0
2012-11-19,3.0
2012-11-20,4.0
2012-11-21,5.0
2012-11-22,2.0
2013-05-24,1.0
2013-05-31,4.0
2013-06-02,2.0
2013-06-03,1.0
2013-06-18,1.0
2013-06-21,1.0
2013-06-22,1.0
2013-06-23,1.0
2013-06-25,1.0
2013-06-29,1.0
2013-07-02,1.0
2013-07-03,4.0
2013-07-06,1.0
2013-07-31,1.0
2013-08-02,1.0
2013-08-05,1.0
2013-08-06,1.0
2013-08-08,2.0
2013-08-17,1.0
2013-08-19,3.0
2013-08-21,1.0
2013-08-22,1.0
2013-08-24,1.0
2013-08-30,1.0
2013-08-31,1.0
2013-09-01,1.0
2013-09-05,1.0
2013-09-06,1.0
2013-09-07,3.0
2013-09-10,1.0
2013-09-14,1.0
2013-09-17,1.0
2013-09-29,1.0
2013-09-30,2.0
2013-10-01,2.0
2013-10-05,1.0
2013-10-10,2.0
2013-10-20,2.0
2013-10-21,2.0
2013-10-22,2.0
2013-11-07,2.0
2013-11-11,1.0
2013-11-12,1.0
2013-11-14,1.0
2013-11-22,1.0
2013-12-01,1.0
2013-12-02,2.0
2013-12-06,1.0
2013-12-08,2.0
2013-12-10,1.0
2013-12-15,2.0
2013-12-19,1.0
2013-12-21,1.0
2013-12-24,5.0
2013-12-25,1.0
2013-12-29,1.0
2014-01-10,1.0
2014-01-11,1.0
2014-01-13,1.0
2014-01-15,1.0
2014-01-21,1.0
2014-02-18,2.0
2014-02-21,1.0
2014-02-22,1.0
2014-02-27,1.0
2014-02-28,1.0
2014-03-01,1.0
2014-03-04,1.0
2014-03-08,1.0
2014-03-14,1.0
2014-03-15,2.0
2014-03-18,1.0
2014-03-23,1.0
2014-03-24,1.0
2014-03-29,1.0
2014-04-01,1.0
2014-04-03,1.0
2014-04-04,1.0
2014-04-09,2.0
2014-04-17,2.0
2014-04-18,1.0
2014-04-22,1.0
2014-04-23,2.0
2014-04-24,3.0
2014-04-25,1.0
2014-06-07,1.0
2014-06-20,1.0
2014-07-01,1.0
2014-07-05,2.0
2014-07-14,1.0
2014-07-16,2.0
2014-07-17,2.0
2014-07-21,1.0
2014-08-30,1.0
2014-09-04,1.0
2014-09-05,1.0
2014-09-06,1.0
2014-09-10,1.0
2014-09-20,1.0
2014-09-26,1.0
2014-09-28,1.0
2014-09-29,2.0
2014-10-01,1.0
2014-10-05,1.0
2014-10-06,1.0
2014-10-09,1.0
2014-10-16,2.0
2014-10-17,1.0
2014-10-18,1.0
2014-10-19,2.0
2014-10-20,1.0
2014-10-24,1.0
2014-10-25,4.0
2014-10-26,2.0
2014-11-01,1.0
2014-11-03,1.0
2014-11-06,1.0
2014-11-13,1.0
