producto,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Astica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,23.0,23.0,23.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colon Bonarda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14.5,14.5,0,2.9,16.5,16.5,0,8.25,0,0,16.5,0,16.5,16.5,17.0,0,17.0,18.0,0,0,0,0,0,20.0,0,20.0,20.0,0,0,22.0,22.0,11.0,0,0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0
Tocornal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,20.0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0,20.0,20.0,20.0,0
Bianchi,0,0,0,0,0,0,0,0,0,6.0,0,6.0,4.0,2.4,12.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,16.0,0,0,16.0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,22.5,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Salafia bonarda malbec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Roque Magnum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don bosco LAMBRUSCO MAESTRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,39.0,0,0,39.0,0,0,0,0,0,0,0,0,0
Toro Viejo Clasico Magnum,0,0,0,0,0,0,0,7.5,7.5,0,7.5,3.75,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,9.0,18.0,0,0,20.0,20.0,0,0,0,24.0,24.0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,0,0,0,0,0,0,0,14.0,7.0,0,0,14.0,0,15.0,15.0,15.0,7.5,15.0,15.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,17.0,17.0,18.5,18.5,10.5,17.0,17.0,17.0,17.0,17.0,10.5,21.0,22.0,22.0,0,23.0,24.0,24.5,24.5,7.333333333333333,22.0,22.0,22.0,0,24.0,25.0,26.0,26.0,26.0,5.2,6.5,13.0,13.5,29.0,29.0,29.0,30.0,30.0,36.0,18.0,36.0,36.0,36.0,36.0,37.0,38.0,38.0,38.0,36.0,36.0,36.0,37.0,37.0,39.0,35.0,40.0,43.0,43.0,21.5,45.0,0
Ampakama,0,0,0,0,0,0,0,0,0,0,0,10.5,3.5,0,10.5,5.25,0,0,11.0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,1.9375,15.5,15.5,7.75,18.0,0,18.0,18.0,21.0,21.0,21.0,10.5,21.0,10.5,10.5,21.0,21.0,21.0,21.0,21.0,12.0,12.0,20.0,23.0,23.0,23.0,25.0,12.5,26.0,14.0,0,29.0,0,29.0,15.5,32.0,32.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0
Oeste Andino chablis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oeste Andino borgoña,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emilia,0,0,0,0,0,0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,0,9.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,0,14.75,29.5,29.5,14.75,29.5,29.5,0,34.0,34.0,34.0,34.0,17.0,0,0,34.0,34.0,35.0,35.0,0,35.0,39.0,39.0,39.0,19.5,0,39.0,39.0,39.0,39.0,6.5,41.0,24.5,49.0,12.25,50.0,50.0,50.0,26.0,52.0,52.0,26.0,55.0,55.0,55.0,63.0,63.0,63.0,65.0,67.0,67.0,67.0,0,0
San Felipe 375 cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michel Torino Seleccion Rosado,0,0,0,0,0,0,0,3.5,3.5,0,0,0,0,0,3.75,0,4.25,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,6.75,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0,0,0
Moscato Florio,0,0,0,0,0,0,0,4.5,4.5,4.5,2.25,4.5,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,22.0,22.0,22.0,0,0,0
Cuesta del Madero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,11.5,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrua,0,0,0,0,0,0,0,2.75,2.75,2.75,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,12.0,12.0,12.0,0,12.0,12.0,0,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Velazco tto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quara,0,0,0,0,0,0,0,0,10.0,10.0,10.5,10.5,0,10.5,12.0,12.0,12.0,6.0,12.75,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,19.5,19.5,19.5,19.5,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0,24.0,25.0,0,0,25.0,27.0,9.0,27.0,0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,14.0,30.0,30.0,0,0,31.0,31.0,31.0,0,0,39.0,39.0,39.0,0,0,39.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,13.333333333333334,40.0,40.0,40.0,20.0,40.0,0
Wish espumante blanco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suelo A. Malbeck - Sirah - Cabernet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domingo Hnos 3/4,0,0,0,0,0,0,0,4.0,4.5,2.25,4.5,0,30.0,0,0,30.0,30.0,32.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,34.0,34.0,34.0,18.5,37.0,37.0,38.0,38.0,38.0,43.0,45.0,45.0,45.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,35.0,27.0,27.0,27.0,0,0,0,0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Isabel,0,0,0,0,0,0,0,6.0,0,6.5,6.5,6.5,0,0,0,0,0,0,0,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,5.0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misterio Lata,0,0,0,0,0,0,0,0,5.75,5.75,2.875,1.9666666984666668,0,0,0,5.9000000954,0,22.5,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valderroble Magnum,0,0,0,0,0,0,0,0,0,0,0,6.75,6.75,0,6.75,6.75,6.75,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,17.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patero 3/4 (Damajuana),0,0,0,0,0,0,0,0,10.5,0,0,11.5,12.0,0,0,4.0,4.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,4.5,9.0,9.0,0,0,9.0,0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,0,9.0,9.0,9.5,4.75,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,6.0,7.5,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,7.5,8.0,16.0,16.0,17.0,17.0,18.0,18.0,18.0,10.0,20.0,20.0,0
Tocornal 1250cc,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,4.5,9.0,9.0,9.5,9.5,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,23.0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,23.0,0,0,24.0,25.0,25.0,28.0,28.0,28.0,28.0,28.0,28.0,0
Santa Julia tinto,0,0,0,0,0,0,0,0,0,0,5.5,0,11.0,5.5,14.0,14.0,14.0,14.0,0,7.25,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,20.0,20.0,0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0,0,22.5,23.5,23.5,23.5,23.5,25.0,25.0,12.5,25.0,30.0,0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,10.0,30.0,30.0,34.0,34.0,34.0,34.0,35.0,35.0,37.0,37.0,37.0,37.0,40.0,40.0,40.0,21.0,43.0,43.0,43.0,46.0,46.0,46.0,23.0,48.0,0
Santa Julia Chardonnay,0,0,0,0,0,0,0,0,8.0,0,3.5,0,7.0,7.0,7.0,3.5,7.0,8.0,2.6666666666666665,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,23.0,0,0,13.0,26.0,26.0,26.0,26.0,0,28.0,28.0,28.0,28.0,14.5,0,30.0,7.5,33.0,34.0,0,0,34.0,34.0,34.0,37.0,38.0,38.0,38.0,38.0,42.0,42.0,42.0,21.0,42.0,42.0,45.0,45.0,23.0,0,0
Cavas San Julian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Felipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,17.0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cafayate Cosecha Tardia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,42.0,0,0,0,0,0,0
Colon Dulce Fresco,0,0,0,0,0,0,0,7.0,7.0,7.0,7.0,3.5,1.8125,7.25,2.5,7.5,7.5,7.5,3.75,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,16.5,8.25,16.5,16.5,16.5,16.5,0,0,0,0,18.0,18.0,18.0,0,0,0,0,0,0,20.0,20.0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,14.0,35.0,30.0,30.0,32.0,32.0,32.0,0,0
Finca La linda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,0,0,41.0,0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toro Bonarda-syrah bivarietal 1 1/4 lts magnum,0,0,0,0,0,0,0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,7.5,7.5,8.0,8.0,8.5,10.0,10.25,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,6.5,13.0,14.5,14.5,14.5,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,7.5,15.0,16.0,16.0,16.0,16.5,16.5,16.5,16.5,16.5,16.5,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,20.0,20.0,23.0,23.0,24.0,25.0,25.0,25.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,14.0,28.0,28.0,30.0,30.0,0
Oporto El abuelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,17.0,0,0,20.5,0,20.5,0,20.5,0,0,26.0,0,0,26.0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0,0,25.0,0,25.0,0,0,33.0,0,36.0,36.0,36.0,0,0,0,0,40.0,40.0,0,50.0,50.0,0,50.0,0,0
Aberdeen Angus Malbeck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aguma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,19.0,0,19.0,0,0,19.0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hereford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,17.0,0,0,17.0,0,0,0,11.0,12.5,12.5,12.5,6.0,6.0,6.0,0,0,0,6.5,13.0,14.5,14.5,0,0,0,0,17.0,8.5,0,0,0,0,0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nieto Senetiner 3/4 (Cerveza),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,24.0,0,48.0,48.0,48.0,16.0,0,0,48.0,48.0,50.0,50.0,50.0,0,50.0,50.0,50.0,50.0,54.0,54.0,31.5,0,63.0,63.0,63.0,68.0,34.0,0,68.0,69.0,78.0,78.0,0,78.0,78.0,78.0,78.0,85.0,0,0,0,0
Puente Escondido Magnum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omnium 3/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,24.0,0,24.0,26.0,13.0,0,26.0,26.0,26.0,0,0,0,0,36.0,36.0,36.0,0,36.0,36.0,0
Saenz Borgoña,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Catedra Cabernet y Malbeck magnum,0,0,0,0,0,0,0,6.5,0,0,7.25,7.25,3.625,0,7.25,7.75,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etchart Privado torrontes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,0,20.5,20.5,20.5,20.5,10.0,22.0,11.0,25.0,25.0,23.0,23.0,25.0,25.0,25.0,14.0,25.0,12.5,25.0,25.0,25.0,0,0,12.0,36.0,0,36.0,0,33.0,33.0,0
Reserva de Familia Los Haroldos,0,0,0,0,0,0,0,0,0,0,4.25,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,45.0,45.0,54.0,54.0,0,18.333333333333332,0,55.0,27.5,55.0,27.5,65.0,65.0,70.0,0,0,0,0
Vasco Viejo tinto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,8.5,8.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,9.5,4.875,9.75,11.0,5.5,11.0,11.0,11.0,11.0,11.0,11.0,12.5,13.0,13.0,13.0,13.0,13.0,13.0,13.5,6.75,14.5,14.5,14.5,14.5,14.5,15.0,15.0,15.0,7.5,5.5,4.125,16.5,16.5,16.5,16.5,16.5,16.5,18.0,18.0,20.0,20.0,21.0,21.0,0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,12.5,25.0,25.0,26.0,0,28.0,28.0,7.0,28.0,0
Vasco Viejo blanco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tribu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.833333333333333,35.0,0,0,35.0,35.0,35.0,0,0,0,0,0,0,0
Alma Mora con estuche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,60.0,0,75.0,75.0,0
Norton Cosecha Tardia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,23.0,0,23.0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pequeña Vasija 1,5 lt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Julia ESTUCHE (2u.),0,0,0,0,0,0,0,13.0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,28.0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,70.0,0,0,0
Lopez tinto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,9.5,20.0,20.0,20.0,22.0,22.0,22.0,24.0,24.0,0,24.0,0,0,8.333333333333334,25.0,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,30.0,30.0,30.0,2.5,30.0,30.0,0,0,0,0,0,0,0,0,36.0,36.0,38.0,6.333333333333333,38.0,38.0,0,0,40.0,13.333333333333334,43.0,43.0,43.0,48.0,48.0,48.0,0,0
