producto,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Speed energizante,0,0,0,0,0,0,0,4.0,4.0,0.6666666666666666,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,2.375,2.5,5.0,2.5,5.0,5.0,5.5,5.5,5.5,5.5,1.8333333333333333,5.5,5.5,3.0,1.5,1.5,3.0,1.5,6.0,1.75,7.0,3.5,1.75,7.0,7.0,8.0,8.0,4.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,9.0,4.5,3.0,3.0,2.25,2.25,2.5,10.0,5.0,10.0,10.0,1.6666666666666667,6.0,12.0,12.0,6.0,12.0,13.0,6.5,6.5,13.0,4.333333333333333,0
Red Bull energizante,0,0,0,0,0,0,0,5.0,5.0,5.0,0,5.0,2.5,5.0,5.0,5.0,5.0,2.5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,7.0,7.0,7.0,7.0,7.0,7.0,8.5,8.5,8.0,8.0,8.0,8.5,4.25,8.5,8.5,8.5,4.25,8.5,4.25,8.5,10.0,10.0,5.0,10.0,10.0,11.0,11.0,5.5,5.5,11.0,11.5,11.5,11.5,14.0,14.0,14.0,7.0,0,15.0,15.0,15.0,18.0,18.0,9.0,18.0,10.0,20.0,6.666666666666667,0,0,7.0,25.0,0,25.0,0,25.0,25.0,25.0,12.5,0
Mentitas,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.75,0.75,0.75,0.75,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartas naipes Habana,0,0,0,0,0,0,0,6.0,0,0,0,3.0,0,0,6.0,6.0,0,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,0,9.0,0,0,0,9.0,0,9.0,9.0,11.0,11.0,0,0,8.0,8.0,8.0,0,0,8.0,8.0,8.0,15.0,15.0,0,15.0,0,0,15.0,0,0,15.0,0,0,0,15.0,0,10.0,20.0,20.0,0,0,0,0,0,0,0,20.0,20.0,0,0,0,0,0
Baggio Capuchino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preservativo Punticrem clasico,0,0,0,0,0,0,0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,2.0,2.0,2.0,2.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.25,2.5,1.25,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,3.5,1.75,3.5,1.875,3.75,1.25,3.75,4.0,4.0,4.0,2.0,2.0,4.0,0,0,0,0,0,0,0,3.0,6.0,6.0,6.0,3.0,6.0,7.0,7.0,7.0,3.5,7.0,7.0,7.0,7.0,1.75,8.0,8.0,8.0,0,8.0,8.0,8.0,8.0,3.3333333333333335,10.0,10.0,10.0,3.3333333333333335,0
RECO ENVASE RETORNABNLE PYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,12.0,12.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.5,3.5,3.5,3.5,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.5,9.0,9.0,9.0,9.0,0,0
Chupetin Corazon,0,0,0,0,0,0,0,0,0,0,0.01000000014,0.0500000007,0.01000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chip Claro,0,0,0,0,0,0,0,0,0,0.150000006,0.030000001199999998,0.075000003,0.150000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0
Carbon 1 1/2kg,0,0,0,0,0,0,0,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,4.0,4.0,4.0,4.5,5.5,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,0
Preservativo Tulipan,0,0,0,0,0,0,0,3.5,1.75,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.6666666666666667,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
