producto,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Caña Ombú,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caña Piragua,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,0,0,0,0,0,0,0,6.0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,20.0,25.0,0,0,0,0,0,0,0,0,0,0,30.0,0,36.0,0,0,0
Cinzano Rosso (negro),0,0,0,0,0,0,9.0,9.0,0,9.0,4.5,9.75,9.75,9.75,9.75,9.75,9.75,10.0,5.5,11.0,11.0,11.0,12.0,12.5,12.5,12.5,12.5,13.5,14.0,14.0,14.0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,20.0,20.0,20.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,25.0,25.0,25.0,25.0,26.0,26.0,13.0,13.0,26.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,32.0,33.0,33.0,33.0,33.0,33.0,36.0,40.0,40.0,40.0,40.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,45.0,45.0,48.0,48.0,48.0,48.0,50.0,50.0,52.0,0,0
Coñac Tres Plumas,0,0,0,0,0,0,9.0,9.0,9.0,0,0,0,0,0,0,10.0,10.0,10.0,0,10.0,0,10.0,0,0,0,0,0,10.0,11.5,11.5,13.5,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,14.5,14.5,18.0,18.0,18.0,18.0,0,18.0,0,0,0,18.0,18.0,18.0,21.0,21.0,21.0,0,0,0,0,0,21.0,21.0,0,21.0,21.0,21.0,0,0,0,0,0,0,34.0,34.0,34.0,34.0,0,0,38.0,0,0,38.0,0,0,38.0,38.0,0,40.0,40.0,0,0,0,0,0
Coñac reserva san juan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cubana,0,0,0,0,0,0,7.0,7.0,7.0,7.0,0,0,7.0,0,0,0,9.0,9.0,9.0,0,0,0,0,8.0,0,0,8.0,0,9.0,9.0,9.0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,20.0,0,22.0,0,0,0,0,0,0,0,0,0,22.0,0,22.0,22.0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,22.0,22.0,0,0,0,0,0,0,0,22.0,0,30.0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0
Fernet Branca 1/2 l,0,0,0,0,0,0,12.5,13.0,13.75,14.5,14.5,14.5,14.5,14.5,15.0,16.5,16.5,16.5,16.5,16.5,16.5,16.5,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,39.0,39.0,39.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,45.0,47.0,47.0,50.0,52.0,52.0,52.0,55.0,55.0,55.0,60.0,60.0,65.0,65.0,65.0,0
Fernet Branca 3/4,0,0,0,0,0,0,19.75,20.75,23.0,23.0,23.0,23.0,23.0,23.75,12.0,25.0,25.0,25.0,26.0,13.0,4.333333333333333,26.0,28.0,14.0,28.0,14.0,29.0,29.0,9.666666666666666,29.0,29.0,29.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,38.0,38.0,38.0,38.0,40.0,40.0,40.0,40.0,40.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,59.0,59.0,60.0,66.0,65.0,65.0,65.0,65.0,68.0,68.0,70.0,73.0,12.166666666666666,78.0,78.0,39.0,78.0,80.0,80.0,80.0,90.0,90.0,48.0,13.714285714285714,96.0,0
Fernet Branca ESTUCHE +VASO,0,0,0,0,0,0,24.5,12.25,9.0,27.0,27.0,27.5,27.5,27.5,29.0,0,29.0,0,0,0,0,0,0,0,0,0,37.0,37.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.0,0,0,0,165.0,0,0
Fernet Branca menta 3/4,0,0,0,0,0,0,0,0,0,0,0,23.0,23.0,0,23.0,25.0,25.0,0,0,0,0,0,28.0,28.0,28.0,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,38.0,38.0,0,0,40.0,40.0,40.0,0,0,0,43.0,43.0,0,43.0,0,0,0,43.0,47.0,47.0,47.0,50.0,50.0,50.0,0,0,50.0,0,50.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,59.0,0,0,0,0,0,0,65.0,0,0,0,0,75.0,80.0,0,0,80.0,80.0,80.0,0,0,0,96.0,0,0
Fernet Branca mini,0,0,0,0,0,0,2.6500000954,2.6500000954,2.6500000954,2.6500000954,3.0,1.5,3.0,3.0,3.0,3.0,3.75,3.75,0,1.25,0,3.75,0,3.75,0,3.75,4.25,4.25,4.5,4.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,5.75,0,6.0,6.0,3.0,1.5,6.0,6.0,3.5,7.0,7.0,7.0,7.0,7.0,7.0,3.5,7.0,3.5,7.0,3.5,2.3333333333333335,7.0,3.5,7.5,3.75,7.5,7.5,0,3.75,3.75,3.75,8.0,4.0,8.0,4.0,4.25,8.5,9.0,10.0,10.0,10.0,10.0,5.0,2.5,5.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0
Fernet 1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,21.0,11.5,23.0,23.0,23.0,23.0,23.0,23.0,25.0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,0,38.0,38.0,38.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,52.0,52.0,57.0,57.0,30.0,60.0,60.0,60.0,68.0,68.0,68.0,0,0
Fernet 1882 chico,0,0,0,0,0,0,4.8000001907,4.8000001907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,18.0,18.0,0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,0,20.0,20.0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,28.0,28.0,28.0,30.0,30.0,30.0,0,30.0,0,30.0,30.0,0,30.0,30.0,30.0,0,35.0,35.0,38.0,0,38.0,40.0,40.0,40.0,0,0
Fernet Porta,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernet Vittone 1/2 l,0,0,0,0,0,0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0,7.0,3.5,7.0,7.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,4.25,8.5,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,12.0,12.0,0,0,0,12.0,0,0,0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0
Fernet Vittone 1lt,0,0,0,0,0,0,8.75,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.25,10.5,11.0,12.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,4.0,12.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.5,8.25,16.5,16.5,16.5,16.5,16.5,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,9.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,0,20.0,23.0,23.0,23.0,32.0,35.0,35.0,36.0,36.0,36.0,36.0,38.0,38.0,40.0,40.0,0
Fresita,0,0,0,0,0,0,0,0,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,28.0,0,0,28.0,0,0,0,0,0,28.0,0,28.0,28.0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,37.0,41.0,41.0,0,0,0,0,0,0,0,0,0,50.0,55.0,55.0,0,0,0,55.0,0,0,0,0,0,0,0
Vodka Kovac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,15.0,2.8333333333333335,17.0,17.0,17.0,18.0,18.0,18.0,0,18.0,18.0,0,20.0,20.0,20.0,20.0,10.0,0,25.0,25.0,25.0,30.0,30.0,30.0,0,0,30.0,30.0,31.0,0,31.0,0,0,20.0,0,40.0,0,0,40.0,0,40.0,0,0
Ginebra Bols,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,21.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0
Ginebra Llave ch,0,0,0,0,0,0,4.75,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.5,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.5,6.5,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,0,10.5,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,12.0,0,0,12.0,12.0,14.0,14.0,14.0,14.0,0,20.0,20.0,20.0,22.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,0,30.0,30.0,36.0,36.0,38.0,38.0,0,40.0,40.0,0,0
Ginebra Llave gr,0,0,0,0,0,0,7.5,8.0,8.0,8.0,4.0,8.0,9.0,9.0,9.0,9.0,9.0,5.0,10.0,10.0,10.0,0,10.0,10.0,10.0,10.0,10.0,10.75,10.75,11.5,11.5,11.5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,15.0,0,7.5,15.0,15.0,18.5,18.5,18.5,18.5,0,0,18.5,18.5,0,18.5,18.5,18.5,19.0,19.0,0,0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,23.0,23.0,23.0,23.0,23.0,0,33.0,35.0,35.0,35.0,35.0,40.0,40.0,20.5,41.0,41.0,41.0,41.0,42.0,48.0,0,0,52.0,0,58.0,58.0,58.0,58.0,68.0,68.0,0,0
Grapa Valle Viejo comun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,20.0,0,23.5,23.5,0,0,0,23.5,0,0,0,23.5,28.0,0,0,28.0,0,0,0,0,0,0,0,0,0,33.0,33.0,0,0,0,0,33.0,0,0,0,0,0,45.0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0,0
Vermouth Martini Rosso,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,0,0,0,42.0,42.0,0,50.0,0,0,0,0,0
Grapa Miel Vesubio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,66.0,0,0,0,0,0
Petacas todas,0,0,0,0,0,0,2.6500000954,3.5,3.5,0,3.5,0,0,0,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0,3.5,1.75,3.5,3.5,3.75,4.25,4.25,4.25,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.5,0,7.5,7.5,3.75,7.5,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,5.0,11.0,12.0,6.0,12.0,13.0,13.0,0,13.0,13.0,15.0,15.0,7.5,15.0,15.0,9.0,18.0,18.0,18.0,0
Piña Colada Clinton,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,10.0,10.0,9.75,9.75,9.75,9.75,10.5,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,16.5,18.0,18.0,19.0,0,0,0,0,19.0,0,19.0,19.0,19.0,20.0,20.0,20.0,22.0,22.0,22.0,23.0,25.0,0,25.0,25.0,0,28.0,28.0,28.0,28.0,0,0,28.0,0,0,34.0,0,34.0,34.0,0,0,0,0,0,0,0,40.0,40.0,0,40.0,0,0,0,53.0,0,0,0
Piña Colada Moonlight,0,0,0,0,0,0,0,9.5,0,0,9.5,9.5,0,0,0,9.5,11.0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,11.0,11.0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,16.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0,0,0,0,0
Ron Bacardi blanco 1lt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,100.0,100.0,0,100.0,0,0,102.0,103.0,120.0,0,0,140.0,0,165.0,0,180.0,180.0,180.0,0,0,190.0,190.0,198.0,0,198.0,210.0,0,0,0,0,0,0,0,0,0
Tequila Camacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,12.5,0,12.5,0,16.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0,0,0,20.0,0,0,10.0,20.0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,0,20.0,0,0,31.0,31.0,0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tequila Jose Cuervo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,0,0,0,0,200.0,0,0,200.0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0
Tia Maria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,37.0,0,0,0,0,37.0,0,0,31.0,0,0,0,0,0,0,0,0,0,0,38.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,0,0,0,0,0,0,63.0,0,0,0,0,0,0,0,0,0,0
Vodka Nikov *******,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,0,20.5,0,0,20.5,21.0,21.0,21.0,0,21.0,21.0,10.5,0,21.0,21.0,23.0,0,0,23.0,11.5,23.0,23.0,26.0,26.0,0,26.0,26.0,26.0,26.0,27.0,0,13.5,31.0,31.0,32.0,32.0,0,32.0,0,35.0,0,0,41.0,41.0,44.0,44.0,44.0,47.0,0,48.0,58.0,58.0,58.0,58.0,58.0,0,65.0,0,0
