producto,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Fernet Porta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernet Vittone 1/2 l,0,0,0,0,0,0,0,6.0,3.0,3.0,6.0,13.0,4.0,4.0,9.0,9.0,12.0,11.0,6.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,6.0,4.0,0,0,0,1.0,0,0,0,8.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,6.0,6.0,6.0,8.0,4.0,11.0,1.0,0
Fernet Vittone 1lt,0,0,0,0,0,0,0,15.0,17.0,14.0,22.0,28.0,24.0,17.0,26.0,18.0,22.0,32.0,26.0,25.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,24.0,16.0,9.0,23.0,24.0,14.0,14.0,17.0,18.0,11.0,14.0,20.0,10.0,23.0,7.0,18.0,18.0,14.0,17.0,18.0,14.0,15.0,14.0,14.0,22.0,22.0,12.0,17.0,13.0,10.0,16.0,14.0,10.0,12.0,14.0,10.0,9.0,13.0,10.0,17.0,4.0,3.0,7.0,5.0,0,8.0,6.0,4.0,7.0,8.0,9.0,11.0,10.0,13.0,11.0,10.0,9.0,2.0,12.0,1.0,0
Fresita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,0,0,1.0,0,0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1.0,10.0,2.0,0,0,0,1.0,0,0,0,0,0,0,0
Vodka Kovac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,8.0,9.0,3.0,2.0,2.0,2.0,3.0,0,2.0,3.0,0,2.0,4.0,3.0,1.0,2.0,0,2.0,4.0,2.0,4.0,2.0,3.0,0,0,2.0,2.0,2.0,0,3.0,0,0,3.0,0,3.0,0,0,2.0,0,3.0,0,0
Ginebra Bols,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
Ginebra Llave ch,0,0,0,0,0,0,0,4.0,6.0,6.0,6.0,7.0,8.0,1.0,3.0,10.0,8.0,9.0,11.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,2.0,7.0,7.0,10.0,8.0,3.0,6.0,2.0,6.0,5.0,4.0,2.0,0,4.0,8.0,2.0,6.0,10.0,1.0,2.0,5.0,2.0,3.0,0,2.0,0,0,7.0,7.0,12.0,8.0,4.0,1.0,0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,5.0,2.0,4.0,1.0,6.0,0,0,1.0,1.0,8.0,14.0,9.0,6.0,0,1.0,1.0,0,0
Ginebra Llave gr,0,0,0,0,0,0,0,2.0,4.0,0,1.0,2.0,1.0,4.0,10.0,9.0,13.0,12.0,10.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1.0,0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,0,0,1.0,3.0,0,4.0,3.0,1.0,2.0,3.0,0,0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,7.0,11.0,6.0,1.0,0,2.0,11.0,5.0,2.0,2.0,3.0,5.0,7.0,2.0,1.0,3.0,1.0,1.0,1.0,0,0,2.0,0,6.0,1.0,1.0,2.0,1.0,3.0,0,0
Grapa Valle Viejo comun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,0,2.0,1.0,0,0,0,1.0,0,0,0,1.0,2.0,0,0,2.0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,1.0,0,0,0,0,0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
Vermouth Martini Rosso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1.0,2.0,0,2.0,0,0,0,0,0
Grapa Miel Vesubio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,0,0,0,0,0
Petacas todas,0,0,0,0,0,0,0,5.0,4.0,1.0,1.0,1.0,0,5.0,2.0,2.0,10.0,18.0,20.0,10.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,1.0,4.0,1.0,2.0,9.0,17.0,10.0,15.0,23.0,6.0,2.0,3.0,0,4.0,3.0,4.0,11.0,13.0,20.0,9.0,4.0,3.0,1.0,2.0,4.0,3.0,0,4.0,2.0,16.0,10.0,19.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,8.0,22.0,11.0,4.0,3.0,1.0,2.0,0,3.0,2.0,4.0,3.0,13.0,23.0,14.0,13.0,3.0,9.0,3.0,0
Piña Colada Clinton,0,0,0,0,0,0,0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,3.0,3.0,3.0,1.0,0,0,0,0,5.0,0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0,2.0,3.0,0,1.0,3.0,3.0,2.0,0,0,1.0,0,0,2.0,0,1.0,2.0,0,0,0,0,0,0,0,1.0,1.0,0,2.0,0,0,0,2.0,0,0,0
Piña Colada Moonlight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0
Ron Bacardi blanco 1lt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,1.0,0,2.0,0,0,2.0,1.0,2.0,0,0,3.0,0,2.0,0,5.0,1.0,4.0,0,0,1.0,1.0,7.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0
Tequila Camacho,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,3.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,0,0,1.0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tequila Jose Cuervo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
Tia Maria,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
Vodka Nikov *******,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,7.0,0,6.0,0,0,2.0,3.0,1.0,2.0,0,3.0,1.0,2.0,0,2.0,1.0,3.0,0,0,3.0,3.0,1.0,2.0,3.0,1.0,0,2.0,3.0,4.0,3.0,3.0,0,3.0,3.0,4.0,10.0,8.0,0,1.0,0,3.0,0,0,1.0,3.0,4.0,4.0,2.0,3.0,0,1.0,3.0,1.0,1.0,1.0,1.0,0,2.0,0,0
Vodka Nikov SABORES,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0,2.0,2.0,5.0,18.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,3.0,0,0,0,0,0,1.0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,3.0,0,1.0,3.0,0,4.0,0,1.0,1.0,3.0,0,0,0,0,0,0,0,2.0,0,0,0,0
Whisky Blenders petaca,0,0,0,0,0,0,0,4.0,1.0,2.0,0,0,2.0,1.0,1.0,0,1.0,3.0,12.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,6.0,8.0,10.0,6.0,3.0,5.0,1.0,2.0,4.0,1.0,2.0,5.0,9.0,15.0,16.0,19.0,12.0,6.0,8.0,0,0,0,2.0,1.0,5.0,12.0,7.0,11.0,8.0,8.0,3.0,2.0,3.0,2.0,0,5.0,5.0,11.0,10.0,7.0,9.0,8.0,7.0,6.0,7.0,5.0,4.0,5.0,18.0,14.0,12.0,11.0,9.0,26.0,16.0,3.0,0
Whisky Blenders x 1lt (conseg mejr precio),0,0,0,0,0,0,0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,7.0,10.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,4.0,0,4.0,2.0,7.0,7.0,5.0,4.0,1.0,0,0,2.0,0,0,2.0,3.0,7.0,4.0,3.0,2.0,0,1.0,1.0,0,2.0,1.0,0,0,4.0,0,3.0,1.0,0,0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,0,0,0,0,5.0,3.0,8.0,3.0,4.0,5.0,6.0,4.0,3.0,4.0,0,0
Whisky Criadores x 1lt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,2.0,1.0,0,1.0,0,0,1.0,0,1.0,4.0,3.0,0,0,0,0,0,0,0,1.0,2.0,2.0,0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0,0,1.0,0,0,0,0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,0
Whisky Doble V (W),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,1.0,5.0,3.0,5.0,8.0,7.0,6.0,3.0,2.0,0,2.0,2.0,0,0,3.0,5.0,0,0
Vodka Hiram Walker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,0,0,0,0
Whisky J&B  jyb  j y b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whisky Blenders 750cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0
Whisky Pioneer,0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,0,2.0,2.0,5.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amarula chico,0,0,0,0,0,0,0,4.0,0,1.0,5.0,4.0,17.0,8.0,12.0,10.0,14.0,14.0,11.0,12.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,0,1.0,2.0,1.0,0,3.0,12.0,1.0,4.0,2.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
Whisky Smuggler PETACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whisky Vat 69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wisky Ballantines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0
Wisky Jack Daniels 375cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernet Branca menta 1/2 lt,0,0,0,0,0,0,0,0,0,0,3.0,4.0,4.0,1.0,1.0,0,0,0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,0,2.0,1.0,0,2.0,0,0,0,3.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,0,0,0,1.0,2.0,2.0,0,0,0,0
Vodka Smirnoff Saborizados,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0,0,1.0,0,0,0,0,0,0,0,2.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
Vodka Absolute Saborizado,0,0,0,0,0,0,0,2.0,1.0,5.0,2.0,6.0,3.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,6.0,1.0,3.0,2.0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,0,3.0,2.0,0,0,0,3.0,1.0,3.0,0,1.0,0,0,0,2.0,0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0
Bayleys Dce de Leche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gin Hiram Walker,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,2.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0
Ron Bacardi Dorado 1lt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pisco Mistral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
