dia,ventas
2008-04-16,1.0
2008-05-22,1.0
2008-06-07,1.0
2012-05-18,5.0
2012-05-19,3.0
2012-05-22,2.0
2012-05-23,1.0
2012-05-26,2.0
2012-05-27,1.0
2012-05-28,2.0
2012-05-29,2.0
2012-06-02,4.0
2012-06-03,3.0
2012-06-04,12.0
2012-06-07,1.0
2012-07-13,2.0
2012-07-16,2.0
2012-07-17,2.0
2012-07-22,1.0
2012-07-27,1.0
2012-07-29,1.0
2012-07-30,2.0
2012-08-02,1.0
2012-08-04,1.0
2012-08-08,2.0
2012-08-09,1.0
2012-08-10,1.0
2012-08-13,1.0
2012-08-16,1.0
2012-08-17,1.0
2012-08-18,2.0
