producto,id,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Paso de los toros  pomelo 1500cc,580,0,0,0,0,0,0,0,0,0,1.0,0,0,0,2.0,2.0,1.0,0,0,0,0,0,4.0,3.0,7.0,2.0,5.0,0,2.0,4.0,1.0,2.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1.0,0,0,0,6.0,1.0,0,0,2.0,1.0,1.0,4.0,1.0,2.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,6.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quattro Pomelo 1 1/2 lt,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mirinda 237 cc,585,0,0,0,0,0,0,5.0,8.0,3.0,3.0,9.0,3.0,5.0,2.0,0,1.0,4.0,3.0,2.0,8.0,2.0,3.0,4.0,7.0,9.0,3.0,7.0,16.0,3.0,6.0,5.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,11.0,8.0,0,1.0,11.0,4.0,0,2.0,5.0,4.0,0,7.0,8.0,4.0,1.0,6.0,3.0,0,0,0,0,0,0,0,0,0,11.0,7.0,3.0,0,9.0,0,0,0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,2.0,6.0,9.0,0,0,0,4.0,6.0,1.0,0,0,0,0,0,0,0,0
Pepsi 3000 cc,594,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,46.0,102.0,94.0,107.0,88.0,95.0,106.0,23.0,30.0,43.0,49.0,66.0,55.0,58.0,55.0,62.0,48.0,62.0,122.0,69.0,40.0,44.0,56.0,52.0,57.0,51.0,55.0,52.0,69.0,51.0,83.0,59.0,51.0,30.0,33.0,40.0,34.0,37.0,45.0,27.0,31.0,35.0,43.0,23.0,20.0,28.0,22.0,31.0,16.0,19.0,27.0,21.0,23.0,1.0,0
Mirinda vidrio (7up 1 1/4l),619,0,0,0,0,0,0,0,1.0,3.0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,14.0,36.0,60.0,29.0,44.0,32.0,3.0,5.0,5.0,13.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,19.0,26.0,7.0,14.0,10.0,9.0,1.0,4.0,2.0,2.0,0,0,0,2.0,3.0,1.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fanta 500cc,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,14.0,3.0,4.0,0,0,24.0,1.0,2.0,5.0,6.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,1.0,3.0,1.0,0,3.0,1.0,13.0,2.0,11.0,10.0,0,12.0,0,0,0,0,2.0,16.0,46.0,27.0,17.0,1.0,0
Rafting 3l,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,8.0,11.0,14.0,29.0,36.0,10.0,13.0,28.0,22.0,30.0,37.0,28.0,33.0,47.0,6.0,0
Coquitas 120 años,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paso de los Toros pomelo light 1500 cc,639,0,0,0,0,0,0,5.0,0,2.0,8.0,6.0,4.0,8.0,5.0,4.0,0,3.0,3.0,2.0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,13.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,4.0,0,0,0
Gaseosa Bichy,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,11.0,7.0,30.0,15.0,11.0,40.0,37.0,61.0,23.0,0,3.0,11.0,28.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,6.0,3.0,0,6.0,1.0,1.0,0,0,0,1.0,4.0,52.0,237.0,370.0,88.0,291.0,205.0,223.0,173.0,164.0,191.0,175.0,161.0,322.0,290.0,207.0,218.0,269.0,156.0,117.0,180.0,199.0,191.0,168.0,280.0,260.0,493.0,382.0,279.0,259.0,246.0,287.0,191.0,235.0,269.0,281.0,484.0,405.0,510.0,393.0,184.0,296.0,366.0,271.0,219.0,179.0,263.0,284.0,210.0,44.0,0
Seven 3000 cc,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,4.0,8.0,1.0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.0,0,0,0,0,24.0,44.0,42.0,48.0,44.0,65.0,20.0,44.0,32.0,45.0,37.0,31.0,21.0,33.0,40.0,42.0,50.0,24.0,1.0,30.0,32.0,36.0,39.0,28.0,32.0,39.0,48.0,43.0,58.0,23.0,34.0,38.0,24.0,27.0,39.0,28.0,39.0,30.0,45.0,32.0,23.0,18.0,15.0,33.0,31.0,34.0,22.0,30.0,27.0,20.0,28.0,1.0,0
Coca LIFE 1500cc,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,5.0,0,0,0,0,0,0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talca 1500cc VIDRIO,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,3.0,3.0,0,2.0,2.0,0,1.0,1.0,0,6.0,5.0,0,2.0,4.0,0,0,0,0,0,0,18.0,20.0,6.0,3.0,4.0,6.0,4.0,8.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paso de los toros tonica 237 cc,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,5.0,1.0,0,0,2.0,1.0,3.0,0,11.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,3.0,4.0,2.0,7.0,4.0,2.0,1.0,4.0,0,2.0,1.0,2.0,2.0,10.0,10.0,3.0,5.0,0,3.0,4.0,0,0,0,0,0,0,0,0
Pepsi 1500cc,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,5.0,19.0,29.0,13.0,0,0,21.0,2.0,20.0,30.0,31.0,8.0,10.0,9.0,0,20.0,17.0,18.0,0,0,0,0,0,3.0,2.0,1.0,0
Schweppes 2250cc,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0
Doble Cola 3l,726,0,0,0,0,0,0,7.0,2.0,21.0,7.0,4.0,14.0,15.0,0,5.0,4.0,3.0,4.0,5.0,1.0,4.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,15.0,29.0,20.0,10.0,21.0,23.0,21.0,23.0,13.0,0,0,8.0,39.0,46.0,73.0,68.0,53.0,57.0,60.0,77.0,50.0,58.0,48.0,47.0,74.0,25.0,67.0,71.0,71.0,72.0,70.0,75.0,73.0,86.0,11.0,0
Seven 2250cc oferta,728,0,0,0,0,0,0,4.0,5.0,11.0,7.0,7.0,11.0,11.0,8.0,11.0,3.0,8.0,1.0,4.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,22.0,23.0,27.0,21.0,24.0,27.0,33.0,29.0,33.0,6.0,0
Hook Cola x 2 1/4 lt,731,0,0,0,0,0,0,128.0,66.0,82.0,34.0,44.0,82.0,70.0,42.0,67.0,95.0,95.0,60.0,123.0,123.0,157.0,155.0,199.0,181.0,140.0,93.0,162.0,159.0,126.0,115.0,184.0,160.0,29.0,0,0,0,0,0,0,2.0,0,0,0,0,0,31.0,168.0,277.0,237.0,124.0,190.0,142.0,98.0,105.0,100.0,100.0,106.0,105.0,147.0,144.0,151.0,46.0,238.0,183.0,165.0,127.0,195.0,79.0,132.0,118.0,87.0,200.0,104.0,114.0,120.0,76.0,80.0,102.0,95.0,96.0,95.0,60.0,59.0,133.0,96.0,54.0,42.0,76.0,88.0,56.0,34.0,29.0,25.0,44.0,22.0,14.0,27.0,14.0,7.0,0,0,0,0,0,0,0,0,0
Sprite 500cc,734,0,0,0,0,0,0,11.0,1.0,0,0,0,0,12.0,12.0,0,28.0,0,0,0,0,0,0,0,1.0,0,0,28.0,28.0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,9.0,5.0,6.0,0,0,12.0,0,3.0,9.0,0,5.0,16.0,32.0,25.0,36.0,0,0
Coca Zero 2250cc,742,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,34.0,39.0,24.0,28.0,22.0,27.0,25.0,27.0,23.0,0,0,0,24.0,5.0,7.0,14.0,13.0,16.0,28.0,33.0,13.0,24.0,17.0,38.0,30.0,12.0,24.0,25.0,20.0,10.0,19.0,19.0,18.0,16.0,5.0,0
"lata Sev, Pep, Paso",745,0,0,0,0,0,0,5.0,3.0,8.0,11.0,0,1.0,6.0,2.0,0,2.0,1.0,2.0,2.0,0,0,0,0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,24.0,72.0,24.0,0,0
Quatro 1500 cc,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprite 1500 cc,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,6.0,0,0,0,0,0,1.0,5.0,0,0,0,6.0,0,0,0,0,0,0,5.0,0,0,6.0,4.0,0,0,6.0,3.0,0,0,1.0,0,4.0,0,0,4.0,9.0,4.0,0,9.0,19.0,11.0,0,0
Paso de los Toros 1500 cc,770,0,0,0,0,0,0,2.0,4.0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cepita 300cc botella,779,0,0,0,0,0,0,1.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.0,0,0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,23.0,20.0,6.0,18.0,9.0,7.0,8.0,14.0,21.0,11.0,7.0,9.0,14.0,19.0,32.0,16.0,20.0,23.0,19.0,5.0,12.0,5.0,11.0,10.0,10.0,2.0,1.0,0,0
Paso de los Toros light 500 cc.,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,60.0,0,0,0
Tiklin pomelo,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINI Lata coca,803,0,0,0,0,0,0,0,0,0,0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,7.0,9.0,2.0,0,0,0,0,11.0,13.0,9.0,11.0,10.0,72.0,19.0,0,1.0,13.0,6.0,1.0,0,0,0,0,0,67.0,12.0,0,0
Fanta Zero 1500cc (No Tiene),839,0,0,0,0,0,0,4.0,15.0,24.0,7.0,7.0,7.0,1.0,1.0,4.0,11.0,17.0,8.0,13.0,6.0,17.0,13.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,5.0,0,5.0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,17.0,4.0,3.0,10.0,4.0,3.0,4.0,7.0,5.0,7.0,7.0,7.0,8.0,1.0,5.0,0,0,0,0,0,0,0,0,0
Mirinda 500 cc (No Tiene),846,0,0,0,0,0,0,0,1.0,6.0,5.0,4.0,0,0,0,7.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,1.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,7.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprite Zero 1500cc (No Tiene),850,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,17.0,2.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,8.0,0,5.0,1.0,0,19.0,14.0,0,0,0,0,13.0,11.0,8.0,0,0,5.0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secco (No Tiene),851,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,1.0,1.0,2.0,2.0,29.0,27.0,24.0,18.0,29.0,25.0,20.0,22.0,27.0,29.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,12.0,16.0,25.0,0,9.0,19.0,13.0,11.0,20.0,20.0,21.0,18.0,18.0,4.0,19.0,3.0,3.0,5.0,0,4.0,2.0,0,3.0,1.0,3.0,5.0,4.0,4.0,8.0,1.0,5.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGrey (No Tiene),852,0,0,0,0,0,0,0,5.0,25.0,9.0,13.0,13.0,6.0,17.0,22.0,22.0,17.0,16.0,12.0,10.0,11.0,12.0,17.0,51.0,40.0,33.0,9.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,18.0,19.0,2.0,0,0,2.0,4.0,0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cepita 1000cc tetra (No Tiene),855,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,7.0,0,0,12.0,0,0,7.0,0,0,47.0,0,1.0,15.0,2.0,15.0,7.0,9.0,6.0,7.0,13.0,8.0,22.0,14.0,15.0,23.0,5.0,5.0,8.0,7.0,6.0,17.0,14.0,6.0,6.0,7.0,33.0,21.0,1.0,0
Coca Zero Vidrio (No Tiene),856,0,0,0,0,0,0,0,0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,7.0,0,0,7.0,7.0,8.0,7.0,6.0,4.0,1.0,7.0,21.0,0,0,0,0,0,5.0,9.0,7.0,14.0,12.0,11.0,6.0,18.0,5.0,6.0,10.0,15.0,0,2.0,9.0,1.0,9.0,18.0,13.0,13.0,18.0,5.0,13.0,23.0,29.0,11.0,6.0,6.0,13.0,12.0,2.0,0
Fanta 1500cc (No Tiene),859,0,0,0,0,0,0,0,0,1.0,5.0,5.0,5.0,10.0,9.0,13.0,5.0,14.0,5.0,2.0,9.0,10.0,3.0,2.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seven Free 2250cc oferta (No Tiene),883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,3.0,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,13.0,16.0,5.0,11.0,7.0,14.0,4.0,13.0,12.0,4.0,0
