dia,ventas
2009-02-14,2.0
2009-02-27,1.0
2009-05-13,1.0
2009-05-15,1.0
2009-05-28,1.0
2009-07-24,1.0
2009-07-30,1.0
2009-08-01,1.0
2009-08-04,1.0
2009-08-09,1.0
2011-05-20,1.0
2011-06-06,1.0
2011-07-23,1.0
2011-09-15,1.0
2011-09-16,1.0
2011-09-20,1.0
2011-11-11,1.0
2011-11-20,1.0
2011-11-28,1.0
2011-12-03,2.0
2011-12-05,1.0
2012-09-06,1.0
2012-09-07,2.0
2012-09-08,2.0
2012-09-10,4.0
2012-09-11,2.0
2012-09-18,2.0
2012-09-19,2.0
2012-09-22,4.0
2012-09-29,5.0
2012-10-06,1.0
2012-10-09,1.0
2012-10-10,1.0
2012-10-13,1.0
2012-10-14,3.0
2012-10-15,2.0
2012-10-16,1.0
2012-10-17,1.0
2012-10-19,2.0
2013-01-13,1.0
2013-01-15,1.0
2013-01-16,1.0
2013-01-17,1.0
2013-01-18,5.0
2013-01-29,3.0
2013-01-31,5.0
2013-02-02,1.0
2013-02-16,1.0
2013-02-21,2.0
2013-02-22,1.0
2013-02-23,1.0
2013-02-28,1.0
2013-03-01,1.0
2013-03-04,1.0
2013-03-05,1.0
2013-03-07,1.0
2013-03-08,2.0
2013-03-17,1.0
2013-03-23,3.0
2013-03-24,1.0
2013-03-28,1.0
2013-03-31,1.0
2014-01-03,6.0
2014-01-04,1.0
2014-01-05,2.0
2014-01-06,2.0
2014-01-09,1.0
2014-01-10,1.0
2014-01-15,3.0
2014-01-16,1.0
2014-01-17,4.0
2014-01-19,2.0
2014-01-20,2.0
2014-01-21,4.0
2014-01-22,1.0
2014-01-28,1.0
2014-01-30,2.0
2014-01-31,4.0
2014-02-01,4.0
2014-02-02,1.0
2014-02-04,1.0
2014-02-06,2.0
2014-02-07,4.0
2014-02-08,3.0
2014-02-09,1.0
2014-02-10,1.0
2014-04-04,1.0
2014-04-17,4.0
2014-04-19,2.0
2014-04-24,2.0
2014-05-05,1.0
2014-10-10,1.0
2014-10-11,3.0
2014-10-14,3.0
2014-10-15,4.0
2014-10-17,2.0
2014-10-19,1.0
2014-10-20,1.0
2014-10-21,2.0
2014-10-22,3.0
2014-10-23,2.0
2014-10-25,1.0
2014-11-04,4.0
2014-11-05,2.0
2014-11-07,1.0
2014-11-09,1.0
2014-11-10,1.0
2014-11-14,1.0
2014-11-15,5.0
2014-11-16,3.0
2014-11-17,2.0
2014-11-18,2.0
2014-11-19,1.0
2014-11-20,1.0
2014-11-21,3.0
2014-11-22,1.0
2014-11-23,1.0
2014-11-24,2.0
2014-11-25,4.0
2014-11-26,1.0
2014-12-04,2.0
2014-12-05,2.0
2014-12-06,5.0
2014-12-07,1.0
2014-12-08,1.0
2014-12-12,2.0
2014-12-13,2.0
2014-12-14,2.0
2014-12-15,1.0
2014-12-16,1.0
2014-12-17,3.0
2014-12-19,2.0
2014-12-20,1.0
2014-12-22,1.0
2014-12-23,3.0
2014-12-24,5.0
2014-12-27,2.0
2014-12-28,8.0
2014-12-29,2.0
2015-01-06,1.0
2015-01-07,4.0
2015-01-09,4.0
2015-01-10,2.0
2015-01-13,1.0
2015-01-14,3.0
2015-01-15,1.0
2015-01-16,2.0
2015-01-17,4.0
2015-01-21,4.0
2015-01-22,1.0
2015-01-23,5.0
2015-01-24,1.0
2015-01-26,1.0
2015-01-27,6.0
2015-01-30,2.0
2015-02-02,1.0
2015-02-04,1.0
2015-02-06,2.0
2015-02-10,2.0
2015-02-11,1.0
2015-02-14,2.0
2015-03-02,1.0
2015-03-07,2.0
2015-03-08,2.0
2015-03-12,2.0
2015-03-13,1.0
2015-03-15,3.0
2015-03-16,1.0
2015-03-20,2.0
2015-03-21,4.0
2015-03-22,1.0
2015-03-28,3.0
2015-03-29,2.0
2015-04-01,1.0
2015-04-02,3.0
2015-04-03,3.0
2015-04-04,1.0
2015-04-07,1.0
2015-04-08,1.0
2015-04-10,4.0
2015-04-11,4.0
2015-04-12,1.0
2015-05-09,3.0
2015-05-13,4.0
2015-05-15,1.0
2015-05-17,1.0
2015-05-18,2.0
2015-05-19,1.0
2015-06-30,2.0
2015-07-03,1.0
2015-07-05,1.0
2015-07-10,3.0
2015-07-16,1.0
2015-07-17,2.0
2015-07-22,1.0
2015-07-24,1.0
2015-07-29,1.0
2015-07-31,1.0
2015-08-06,2.0
2015-08-07,2.0
2015-08-08,2.0
2015-08-09,1.0
2015-08-15,1.0
2015-08-21,2.0
2015-08-25,4.0
2015-08-27,1.0
2015-08-28,1.0
2015-08-29,6.0
2015-09-04,4.0
2015-09-05,2.0
2015-09-06,2.0
2015-09-07,1.0
2015-09-11,1.0
2015-09-16,1.0
2015-09-18,1.0
2015-09-19,1.0
2015-09-27,1.0
2015-09-29,1.0
2015-10-01,3.0
2015-10-02,1.0
2015-10-06,1.0
2015-10-08,1.0
2015-10-09,2.0
2015-10-16,1.0
