dia,ventas
2007-07-02,2.0
2007-07-03,4.0
2007-07-06,2.0
2007-07-07,2.0
2007-07-10,2.0
2007-07-11,2.0
2007-07-12,2.0
2007-07-13,2.0
2007-07-14,3.0
2007-07-16,2.0
2007-07-17,3.0
2007-07-18,2.0
2007-07-19,1.0
2007-07-20,3.0
2007-07-21,2.0
2007-07-23,2.0
2007-07-25,2.0
2007-07-27,2.0
2007-07-29,1.0
2007-07-30,2.0
2007-08-01,3.0
2007-08-03,3.0
2007-08-07,2.0
2007-08-11,3.0
2007-08-14,2.0
2007-08-15,2.0
2007-08-16,2.0
2007-08-18,2.0
2007-08-19,1.0
2007-08-21,2.0
2007-08-22,5.0
2007-08-24,2.0
2007-08-25,3.0
2007-08-27,1.0
2007-08-28,2.0
2007-08-29,2.0
2007-08-30,3.0
2007-08-31,1.0
2007-09-01,1.0
2007-09-03,3.0
2007-09-04,3.0
2007-09-05,3.0
2007-09-06,3.0
2007-09-10,2.0
2007-09-11,4.0
2007-09-20,3.0
2007-09-21,3.0
2007-09-25,2.0
2007-09-26,2.0
2007-09-28,3.0
2007-09-30,1.0
2007-10-04,2.0
2007-10-05,4.0
2007-10-06,2.0
2007-10-09,2.0
2007-10-12,3.0
2007-10-13,1.0
2007-10-16,2.0
2007-10-17,2.0
2007-10-18,2.0
2007-10-19,2.0
2007-10-20,1.0
2007-10-21,1.0
2007-10-22,2.0
2007-10-24,2.0
2007-10-25,2.0
2007-10-28,2.0
2007-10-31,3.0
2007-11-02,2.0
2007-11-03,1.0
2007-11-04,1.0
2007-11-08,1.0
2007-11-09,2.0
2007-11-10,2.0
2007-11-12,2.0
2007-11-15,2.0
2007-11-18,1.0
2007-11-19,2.0
2007-11-21,2.0
2007-11-23,2.0
2007-11-26,2.0
2007-11-28,3.0
2007-11-29,4.0
2007-11-30,2.0
2007-12-01,1.0
2007-12-03,2.0
2007-12-04,2.0
2007-12-05,4.0
2007-12-06,1.0
2007-12-12,2.0
2007-12-13,5.0
2007-12-14,2.0
2007-12-15,2.0
2007-12-17,2.0
2007-12-18,2.0
2007-12-19,2.0
2007-12-20,3.0
2007-12-22,1.0
2007-12-23,1.0
2007-12-26,1.0
2007-12-28,3.0
2007-12-29,6.0
2007-12-30,1.0
2007-12-31,4.0
2008-01-01,4.0
2008-01-03,3.0
2008-01-05,2.0
2008-01-08,1.0
2008-01-11,3.0
2008-01-12,4.0
2008-01-16,2.0
2008-01-18,7.0
2008-01-19,5.0
2008-01-20,1.0
2008-01-24,3.0
2008-01-25,1.0
2008-01-26,2.0
2008-01-28,5.0
2008-01-31,2.0
2008-02-02,1.0
2008-02-09,2.0
2008-02-15,2.0
2008-02-16,1.0
2008-02-18,5.0
2008-02-21,2.0
2008-02-22,1.0
2008-02-23,1.0
2008-02-24,1.0
2008-02-27,1.0
2008-02-29,2.0
2008-03-01,1.0
2008-03-02,3.0
2008-03-03,2.0
2008-03-04,2.0
2008-03-06,2.0
2008-03-07,2.0
2008-03-08,5.0
2008-03-09,1.0
2008-03-11,3.0
2008-03-12,6.0
2008-03-14,2.0
2008-03-15,2.0
2008-03-17,1.0
2008-03-20,1.0
2008-03-26,2.0
2008-03-27,3.0
2008-03-28,2.0
2008-03-29,2.0
2008-03-31,2.0
2008-04-02,3.0
2008-04-03,2.0
2008-04-04,2.0
2008-04-05,3.0
2008-04-08,2.0
2008-04-11,1.0
2008-04-12,2.0
2008-04-13,2.0
2008-04-16,2.0
2008-04-17,2.0
2008-04-19,4.0
2008-04-21,3.0
2008-04-22,1.0
2008-04-24,3.0
2008-04-26,1.0
2008-04-28,2.0
2008-04-29,2.0
2008-04-30,2.0
2008-05-02,2.0
2008-05-05,1.0
2008-05-07,3.0
2008-05-08,3.0
2008-05-09,2.0
2008-05-10,3.0
2008-05-12,2.0
2008-05-15,2.0
2008-05-17,2.0
2008-05-20,1.0
2008-05-21,2.0
2008-05-22,4.0
2008-05-23,2.0
2008-05-25,1.0
2008-05-26,2.0
2008-05-27,2.0
2008-05-28,2.0
2008-05-31,3.0
2008-06-02,1.0
2008-06-03,1.0
2008-06-05,2.0
2008-06-06,2.0
2008-06-07,5.0
2008-06-09,1.0
2008-06-11,1.0
2008-06-13,1.0
2008-06-14,3.0
2008-06-16,1.0
2008-06-17,2.0
2008-06-18,1.0
2008-06-19,4.0
2008-06-20,3.0
2008-06-21,2.0
2008-06-23,2.0
2008-06-24,2.0
2008-06-25,2.0
2008-06-26,2.0
2008-06-27,2.0
2008-06-28,6.0
2008-06-29,2.0
2008-06-30,2.0
2008-07-01,2.0
2008-07-02,2.0
2008-07-05,6.0
2008-07-06,1.0
2008-07-10,2.0
2008-07-11,3.0
2008-07-14,2.0
2008-07-16,1.0
2008-07-17,2.0
2008-07-18,1.0
2008-07-19,2.0
2008-07-22,2.0
2008-07-25,3.0
2008-07-26,2.0
2008-07-29,2.0
2008-08-01,1.0
2008-08-02,2.0
2008-08-03,1.0
2008-08-04,3.0
2008-08-05,3.0
2008-08-06,2.0
2008-08-07,2.0
2008-08-08,2.0
2008-08-13,1.0
2008-08-15,3.0
2008-08-18,4.0
2008-08-20,2.0
2008-08-23,2.0
2008-08-24,1.0
2008-08-25,1.0
2008-08-26,3.0
2008-08-27,2.0
2008-09-07,1.0
2008-09-11,1.0
2008-09-12,1.0
2008-09-13,2.0
2008-09-20,1.0
2008-09-25,1.0
2008-09-27,1.0
2008-10-03,2.0
2008-10-06,1.0
2008-10-17,2.0
2008-10-18,1.0
2008-10-19,2.0
2008-10-24,1.0
2008-10-25,1.0
2008-10-26,1.0
2008-11-02,1.0
2008-11-10,1.0
2008-11-12,1.0
2008-11-21,1.0
2008-11-25,2.0
2008-11-28,1.0
2008-11-30,1.0
2008-12-10,1.0
2008-12-11,1.0
2008-12-29,3.0
2008-12-31,2.0
2009-01-03,1.0
2009-01-10,1.0
2009-01-11,1.0
2009-01-17,1.0
2009-01-25,1.0
2009-01-29,2.0
2009-01-30,1.0
2009-02-02,1.0
2009-02-11,2.0
2009-02-27,3.0
2009-02-28,1.0
2009-03-06,1.0
2009-03-07,2.0
2009-03-09,1.0
2009-03-27,1.0
2009-04-03,1.0
2009-04-10,3.0
2009-04-22,1.0
2009-04-25,1.0
2009-04-30,1.0
2009-05-02,1.0
2009-05-07,1.0
2009-05-09,1.0
2009-05-17,1.0
2009-05-22,1.0
2009-05-30,2.0
2009-06-08,5.0
2009-06-15,1.0
2009-06-17,2.0
2009-06-19,1.0
2009-07-07,2.0
2009-07-18,4.0
2009-07-19,1.0
2009-08-12,1.0
2009-08-29,2.0
2009-08-31,1.0
2010-10-30,2.0
2010-11-04,1.0
2010-11-05,1.0
2010-11-11,1.0
2010-11-22,1.0
2010-12-04,2.0
2010-12-10,1.0
2010-12-11,1.0
2010-12-13,2.0
2010-12-16,1.0
2010-12-17,1.0
2010-12-18,1.0
2010-12-20,2.0
2010-12-21,1.0
2010-12-25,2.0
2010-12-26,1.0
2011-01-04,1.0
2011-01-12,1.0
2011-01-13,1.0
2011-01-14,2.0
2011-01-16,1.0
2011-01-27,1.0
2011-02-01,2.0
2011-02-03,1.0
2011-02-08,2.0
2011-03-02,1.0
2011-03-05,4.0
2011-03-11,1.0
2011-03-13,1.0
2011-03-17,2.0
2011-03-18,1.0
2011-03-21,1.0
2011-03-25,1.0
2011-03-29,1.0
2011-04-02,1.0
2011-04-09,1.0
2011-04-14,2.0
2011-04-16,1.0
2011-04-20,1.0
2011-04-23,3.0
2011-04-24,1.0
2011-04-30,1.0
2011-05-03,1.0
2011-05-11,2.0
2011-05-15,1.0
2011-05-19,1.0
2011-05-20,2.0
2011-06-03,2.0
2011-06-04,3.0
2011-06-13,2.0
2011-06-18,3.0
2011-06-25,1.0
2011-06-30,1.0
2011-07-03,1.0
2011-07-09,1.0
2011-07-13,2.0
2011-07-17,1.0
2011-07-31,2.0
2011-08-17,1.0
2011-08-20,3.0
2011-08-28,2.0
2011-08-31,3.0
2011-09-10,1.0
2011-09-18,2.0
2011-09-20,1.0
2011-09-24,1.0
2011-09-27,2.0
2011-10-31,1.0
2011-11-07,1.0
2011-11-19,1.0
2011-12-02,2.0
2011-12-09,2.0
2011-12-16,2.0
2011-12-20,1.0
2011-12-25,1.0
2011-12-27,1.0
2012-01-01,2.0
2012-01-05,1.0
2012-01-13,2.0
2012-01-18,1.0
2012-01-20,1.0
2012-01-25,1.0
2012-01-27,1.0
2012-01-28,1.0
2012-02-01,1.0
2012-02-02,1.0
2012-02-04,4.0
2012-02-06,1.0
2012-02-09,1.0
2012-02-28,1.0
2012-03-06,1.0
2012-03-07,1.0
2012-03-09,1.0
2012-03-11,1.0
