dia,ventas
2007-08-06,1.0
2007-09-11,1.0
2007-09-23,2.0
2007-10-07,1.0
2007-12-25,1.0
2007-12-30,1.0
2008-03-08,1.0
2008-03-14,1.0
2008-04-08,1.0
2008-04-12,2.0
2008-05-11,1.0
2008-05-16,1.0
2008-05-29,1.0
2008-05-30,2.0
2008-05-31,1.0
2008-10-17,1.0
2008-12-05,1.0
2008-12-24,1.0
2009-02-27,1.0
2009-03-21,1.0
2009-04-09,1.0
2009-04-30,1.0
2009-07-15,1.0
2009-08-15,2.0
2010-12-20,1.0
2011-03-18,1.0
2011-05-01,1.0
2011-05-15,2.0
2011-07-03,1.0
2011-07-05,1.0
2011-10-09,2.0
2011-10-23,1.0
2011-12-11,1.0
2012-03-25,1.0
2012-05-14,1.0
2012-07-20,1.0
2012-09-30,1.0
2012-10-24,1.0
2013-03-22,1.0
2013-06-03,2.0
2013-08-11,1.0
2013-08-28,6.0
